rank	target_slug	edge_count	in_count	is_title	is_date	example_source	example_edge_type	example_target_text
28	kingswood	3	55	0	0	simon-toyne	DIED_AT	Kingswood (track_b: Died)
29	haunted-forest	2	55	0	0	clubfoot-karl	DIED_AT	Haunted forest (track_b: Died)
30	jacaerys-velaryon	3	54	0	0	rhaenyra-targaryen	HEIR_TO	Jacaerys Velaryon
31	starry-sept	3	53	0	0	high-lickspittle	DIED_AT	Starry Sept (track_b: Died)
32	king-of-the-trident	9	52	1	0	pate-of-fairmarket	HOLDS_TITLE	King of the Trident
33	disputed-lands	6	52	0	0	aegor-rivers	DIED_AT	Disputed Lands (track_b: Died)
34	storm-king	28	51	0	0	argilac-durrandon	HOLDS_TITLE	Storm King
35	children-of-the-forest	4	51	0	0	ash	CULTURE_OF	children of the forest
36	eustace-osgrey	4	51	0	0	addam-osgrey	PARENT_OF	Eustace Osgrey
37	blackwater-bay	6	50	0	0	allard-seaworth	DIED_AT	Blackwater Bay (track_b: Died)
38	aerys-i-targaryen	5	50	0	0	aelinor-penrose	SPOUSE_OF	Aerys I Targaryen
39	neck	3	50	0	0	coming-of-the-andals	DEFEATS	Neck
40	blackfyre	2	50	0	0	war-of-the-ninepenny-kings	DEFEATS	Blackfyre
41	nightfort	2	50	0	0	stannis-baratheon	HOLDS_TITLE	Nightfort
42	royal-fleet	2	50	0	0	gedmund-peake	HOLDS_TITLE	royal fleet
43	red-mountains	1	50	0	0	vulture-king-jaehaerys-i	DIED_AT	Red Mountains (track_b: Died)
44	house-blackwood	29	46	0	0	agnes-blackwood	SWORN_TO	House Blackwood
45	iron-bank-of-braavos	2	46	0	0	noho-dimittis	SWORN_TO	Iron Bank of Braavos
46	giants	1	46	0	0	mag-mar-tun-doh-weg	CULTURE_OF	Giants
47	archmaester	42	45	1	0	arnel	HOLDS_TITLE	Archmaester
48	house-bracken	23	45	0	0	aegor-rivers	SWORN_TO	House Bracken
49	master-of-ships	10	45	1	0	aethan-velaryon	HOLDS_TITLE	Master of ships
50	wolfswood	2	45	0	0	harwood-fell	DIED_AT	Wolfswood (track_b: Died)
51	sunset-sea	1	45	0	0	norman-hightower	DIED_AT	Sunset Sea (track_b: Died)
52	castellan	29	44	1	0	amory-lorch	HOLDS_TITLE	Castellan
53	mountains-of-the-moon	12	44	0	0	chiggen	DIED_AT	Mountains of the Moon (track_b: Died)
54	fair-isle	6	44	0	0	arron	BORN_AT	Fair Isle
55	stoney-sept	5	44	0	0	denys-arryn	DIED_AT	Stoney Sept
56	131-ac	1	44	0	1	aegon-ii-targaryen	HEIR_TO	131 AC (track_b: Heirs)
57	queens-men	18	43	0	0	alester-florent	SWORN_TO	Queen's men
58	134-ac	1	43	0	1	aegon-iii-targaryen	HEIR_TO	134 AC (track_b: Heirs)
59	master-at-arms	22	42	0	0	alastor-reyne	HOLDS_TITLE	Master-at-arms
60	vale-mountain-clans	17	42	0	0	calor	CULTURE_OF	Vale mountain clans
61	ormund-hightower	5	42	0	0	bethany-hightower	PARENT_OF	Ormund Hightower
62	old-wyk	6	41	0	0	baelor-blacktyde	DIED_AT	Old Wyk (track_b: Died)
63	king-of-the-iron-islands	8	40	1	0	balon-greyjoy	HOLDS_TITLE	King of the Iron Islands
64	red-priest	1	40	0	0	ezzelyno	HOLDS_TITLE	Red priest
65	septa	26	39	0	0	alysanne-daughter-of-aegon-iv	HOLDS_TITLE	Septa (track_b: Title)
66	king-of-the-isles-and-the-rivers	2	39	1	0	harwyn-hoare	HOLDS_TITLE	King of the Isles and the Rivers
67	crossroads-inn	1	39	0	0	wat-orphan	SWORN_TO	Crossroads inn
68	lord-of-harrenhal	20	38	1	0	bywin-strong	HOLDS_TITLE	Lord of Harrenhal
69	rohanne-webber	7	38	0	0	gerold-lannister	SPOUSE_OF	Rohanne Webber
70	tarth	6	37	0	0	aemon-targaryen-son-of-jaehaerys-i	DIED_AT	Tarth
71	lord-paramount-of-the-trident	12	36	1	0	edmure-tully	HOLDS_TITLE	Lord Paramount of the Trident
72	dornish-marches	4	36	0	0	anguy	BORN_AT	Dornish Marches
73	laenor-velaryon	4	36	0	0	alyn-velaryon	PARENT_OF	Laenor Velaryon (track_b: Fathers)
74	three-sisters	4	36	0	0	lark	BORN_AT	Three Sisters
75	andal	53	35	0	0	alester-tyrell	CULTURE_OF	Andal
76	dothraki-sea	19	35	0	0	caggo	BORN_AT	Dothraki Sea
77	house-rogare	12	35	0	0	drako-rogare	SWORN_TO	House Rogare
78	joffrey-velaryon	3	35	0	0	rhaenyra-targaryen	HEIR_TO	Joffrey Velaryon
79	addam-velaryon	1	35	0	0	corlys-velaryon	PARENT_OF	Addam Velaryon (track_b: Issue)
80	great-council	1	35	0	0	maekar-i-targaryen	HEIR_TO	Great Council
81	khal	20	34	1	0	cohollo	SWORN_TO	Khal
82	house-darry	16	34	0	0	damon-darry	SWORN_TO	House Darry
83	magister	6	34	0	0	bambarro-bazanne	HOLDS_TITLE	Magister
84	century-of-blood	3	34	0	0	agnes-blackwood	DIED_AT	Century of Blood
85	great-pyramid	1	34	0	0	house-targaryen	SEAT_OF	Great Pyramid
86	tower-of-the-hand	1	34	0	0	jaehaerys-targaryen-son-of-aegon-ii	DIED_AT	Tower of the Hand (track_b: Died)
87	westermen	223	33	0	0	addam-marbrand	CULTURE_OF	Westermen
88	house-florent	18	33	0	0	aladore-florent	SWORN_TO	House Florent
89	summer-isles	16	33	0	0	bellegere-otherys	PARENT_OF	Summer Isles
90	crackclaw-point	5	33	0	0	dick-crabb	BORN_AT	Crackclaw Point
91	master-of-whisperers	3	33	1	0	brynden-rivers	HOLDS_TITLE	Master of whisperers
92	crannogmen	5	32	0	0	howland-reed	CULTURE_OF	Crannogmen
93	dragons	1	32	0	0	dance-of-the-dragons	DEFEATS	dragons
94	rivermen	415	31	0	0	addam-frey	CULTURE_OF	Rivermen
95	fingers	5	31	0	0	petyr-baelish	BORN_AT	Fingers (track_b: Born)
96	shae	3	31	0	0	tyrion-lannister	LOVER_OF	Shae
97	torrhen-manderly	1	31	0	0	desmond-manderly	PARENT_OF	Torrhen Manderly
98	flea-bottom	4	30	0	0	clayton-suggs	BORN_AT	Flea Bottom
99	faircastle	3	30	0	0	alester-wynch	DIED_AT	Faircastle (track_b: Died)
100	lucerys-velaryon	2	30	0	0	rhaenyra-targaryen	PARENT_OF	Lucerys Velaryon
101	crypt-of-winterfell	14	29	0	0	barthogan-stark	BURIED_AT	Crypt of Winterfell
102	lord-of-dragonstone	13	29	1	0	aegon-i-targaryen	HOLDS_TITLE	Lord of Dragonstone
103	runestone	6	29	0	0	andar-royce	BORN_AT	Runestone
104	house-durrandon	5	29	0	0	argella-durrandon	SWORN_TO	House Durrandon
105	daznaks-pit	1	29	0	0	yurkhaz-zo-yunzak	DIED_AT	Daznak's Pit (track_b: Died)
106	ruby-ford	1	29	0	0	rhaegar-targaryen	DIED_AT	Ruby Ford (track_b: Died)
107	rhoynar	11	28	0	0	druselka	SWORN_TO	Rhoynar
108	robert-baratheon	6	28	0	0	becca	LOVER_OF	Robert Baratheon
109	lord-of-the-crossing	3	28	1	0	lord-frey	HOLDS_TITLE	Lord of the Crossing
110	ironmen	1	28	0	0	theon-greyjoy	CULTURE_OF	Ironmen
111	jason-lannister	10	27	0	0	alys-stackspear	SPOUSE_OF	Jason Lannister
112	lords-declarant	7	27	0	0	anya-waynwood	SWORN_TO	Lords Declarant
113	house-cerwyn	6	27	0	0	argelle-stark	SWORN_TO	House Cerwyn
114	jeyne-arryn	4	27	0	0	arnold-arryn	OPPOSES	Jeyne Arryn (wiki:Arnold_Arryn)
115	green-fork	3	27	0	0	conn	DIED_AT	Green Fork (track_b: Died)
116	kings-justice	2	27	0	0	ilyn-payne	HOLDS_TITLE	King's Justice
117	thenns	2	27	0	0	alys-karstark	SPOUSE_OF	Thenns
118	lady-forlorn	1	27	0	0	house-corbray	ANCESTRAL_WEAPON_OF	Lady Forlorn
119	ghiscari	60	26	0	0	azzak-zo-ghazeen	CULTURE_OF	Ghiscari
120	king-of-mountain-and-vale	13	26	1	0	artys-i-arryn	HOLDS_TITLE	King of Mountain and Vale
121	bear-island	9	26	0	0	alysane-mormont	BORN_AT	Bear Island (track_b: Born)
122	giants-lance	4	26	0	0	artys-i-arryn	BORN_AT	Giant's Lance
123	hightower	4	26	0	0	alfador	HOLDS_TITLE	Hightower
124	silent-sisters	4	26	0	0	alysanne-osgrey	SWORN_TO	Silent Sisters
125	sword-of-the-morning	4	26	0	0	arthur-dayne	HOLDS_TITLE	Sword of the Morning
126	arlan-of-pennytree	1	26	0	0	chestnut	OWNS	Arlan of Pennytree
127	paramour	1	26	0	0	ellaria-sand	LOVER_OF	paramour (track_b: Lover)
128	ship	1	26	0	0	quence	SWORN_TO	Ship
129	northern-mountain-clans	16	25	0	0	arra-norrey	CULTURE_OF	Northern mountain clans
130	most-devout	7	25	0	0	eustace-dance-of-the-dragons	HOLDS_TITLE	Most Devout
131	larys-strong	1	25	0	0	hour-of-the-wolf	DEFEATS	Larys Strong
132	lord-of-the-seven-kingdoms	27	24	1	0	aegon-i-targaryen	HOLDS_TITLE	Lord of the Seven Kingdoms
133	house-gardener	10	24	0	0	alester-tyrell	SWORN_TO	House Gardener
134	stormcrows	7	24	0	0	daario-naharis	SWORN_TO	Stormcrows
135	oldstones	5	24	0	0	merrett-frey	DIED_AT	Oldstones (track_b: Died)
136	shipbreaker-bay	3	24	0	0	arrax	DIED_AT	Shipbreaker Bay (track_b: Died)
137	house-of-black-and-white	2	24	0	0	umma	SWORN_TO	House of Black and White
138	299-ac	1	24	0	1	house-bolton	OVERLORD_OF	299 AC (track_b: Overlords)
139	betrothal	1	24	0	0	lyonel-baratheons-rebellion	DEFEATS	Betrothal
140	house-hornwood	7	23	0	0	berena-hornwood	SWORN_TO	House Hornwood
141	house-dustin	6	23	0	0	barbrey-dustin	SWORN_TO	House Dustin
142	archon-of-tyrosh	4	23	0	0	archon-of-tyrosh-war-of-the-ninepenny-kings	HOLDS_TITLE	Archon of Tyrosh
143	shield-islands	4	23	0	0	talbert-serry	DIED_AT	Shield Islands (track_b: Died)
144	marwyn	1	23	0	0	qyburn	RESPECTS	Marwyn
145	298-ac	2	22	0	1	robert-i-baratheon	HEIR_TO	298 AC (track_b: Heirs)
146	joffrey-i-baratheon	2	22	0	0	robert-i-baratheon	SUCCEEDS	Joffrey I Baratheon
147	hugh-hammer	1	22	0	0	vermithor	OWNS	Hugh Hammer
148	crag	8	21	0	0	eleyna-westerling	BORN_AT	Crag (track_b: Born)
149	stone-hedge	6	21	0	0	hendry-bracken	DIED_AT	Stone Hedge (track_b: Died)
150	laena-velaryon	5	21	0	0	alyn-velaryon	PARENT_OF	Laena Velaryon
151	vale	5	21	0	0	battle-in-the-waters-off-gulltown	DEFEATS	Vale
152	dark-sister	1	21	0	0	visenya-targaryen	WIELDS	Dark Sister
153	greyguard	1	21	0	0	jarl	DIED_AT	Greyguard (track_b: Died)
154	king-of-the-rock	18	20	1	0	cerion-lannister	HOLDS_TITLE	King of the Rock
155	torrhens-square	4	20	0	0	helman-tallhart	BORN_AT	Torrhen's Square
156	aemon-steelsong	2	20	0	0	dalla	PARENT_OF	Aemon Steelsong
157	monster	2	20	0	0	craster	PARENT_OF	Monster
158	aegonfort	1	20	0	0	house-targaryen	SEAT_OF	Aegonfort (track_b: Seats)
159	chequy-water	1	20	0	0	lucas-inchfield	DIED_AT	Chequy Water (track_b: Died)
160	greenblood	1	20	0	0	arys-oakheart	DIED_AT	Greenblood (track_b: Died)
161	northern-mountains	1	20	0	0	house-wull	SEAT_OF	Northern mountains
162	house-glover	13	19	0	0	benton-glover	SWORN_TO	House Glover
163	lord-of-the-tides	12	19	1	0	aethan-velaryon	HOLDS_TITLE	Lord of the Tides
164	house-lothston	11	19	0	0	bastard-of-harrenhal	SWORN_TO	House Lothston
165	king-of-the-reach	11	19	1	0	gareth-ii-gardener	HOLDS_TITLE	King of the Reach
166	gift	5	19	0	0	sylas-the-grim	DIED_AT	Gift (track_b: Died)
167	cinnamon-wind	2	19	0	0	aemon-targaryen-son-of-maekar-i	DIED_AT	Cinnamon Wind
168	ice	1	19	0	0	house-stark	ANCESTRAL_WEAPON_OF	Ice (track_b: Ancestral weapon)
169	wise-masters	15	18	0	0	beastmaster	SWORN_TO	Wise Masters
170	master-of-laws	12	18	1	0	aemon-targaryen-son-of-jaehaerys-i	HOLDS_TITLE	Master of laws
171	tarbeck-hall	8	18	0	0	ellyn-reyne	HOLDS_TITLE	Tarbeck Hall
172	princess-of-dorne	5	18	1	0	aliandra-martell	HOLDS_TITLE	Princess of Dorne
173	helaena-targaryen	4	18	0	0	dreamfyre	OWNS	Helaena Targaryen
174	claw-isle	3	18	0	0	ardrian-celtigar	BORN_AT	Claw Isle (track_b: Born)
175	great-wyk	3	18	0	0	leo-costayne	DIED_AT	Great Wyk (track_b: Died)
176	mern-ix-gardener	2	18	0	0	edmund-gardener	PARENT_OF	Mern IX Gardener
177	longclaw	1	18	0	0	house-mormont	ANCESTRAL_WEAPON_OF	Longclaw (track_b: Ancestral weapon)
178	tower-of-joy	1	18	0	0	roberts-rebellion	FIGHTS_IN	Tower of joy
179	yi-ti	14	17	0	0	bu-gai	CULTURE_OF	Yi Ti
180	cupbearer	9	17	0	0	azzak-zo-ghazeen	HOLDS_TITLE	Cupbearer
181	first-ranger	7	17	0	0	benjen-stark	HOLDS_TITLE	First Ranger
182	quiet-isle	5	17	0	0	clement	SWORN_TO	Quiet Isle
183	andal-invasion	3	17	0	0	battle-of-the-seven-stars	FIGHTS_IN	Andal invasion
184	hellholt	2	17	0	0	rhaenys-targaryen	DIED_AT	Hellholt (track_b: Died)
185	harwin-strong	1	17	0	0	rhaenyra-targaryen	LOVER_OF	Harwin Strong (track_b: Lovers)
186	long-night	1	17	0	0	battle-for-the-dawn	DEFEATS	Long Night
187	white-knife	1	17	0	0	chayle	BORN_AT	White Knife
188	salt-wife	2	16	0	0	gunthor-goodbrother	SPOUSE_OF	salt wife (track_b: Spouse)
189	282-ac	1	16	0	1	house-baratheon	OVERLORD_OF	282 AC (track_b: Overlords)
190	basilisk-isles	1	16	0	0	tumco-lho	BORN_AT	Basilisk Isles (track_b: Born)
191	dawn	1	16	0	0	house-dayne	ANCESTRAL_WEAPON_OF	Dawn
192	lads	1	16	0	0	benjicot-blackwood	SWORN_TO	Lads
193	moon-of-the-three-kings	1	16	0	0	riot-of-kings-landing-dance-of-the-dragons	DEFEATS	Moon of the Three Kings
194	princes-pass	1	16	0	0	alester-oakheart	DIED_AT	Prince's Pass
195	silence	1	16	0	0	euron-greyjoy	HOLDS_TITLE	Silence
196	house-botley	14	15	0	0	balon-botley	SWORN_TO	House Botley
197	commander-of-the-city-watch	13	15	0	0	addam-marbrand	HOLDS_TITLE	Commander of the City Watch (track_b: Titles)
198	house-connington	12	15	0	0	alyn-connington	SWORN_TO	House Connington
199	bloodrider	7	15	0	0	aggo	HOLDS_TITLE	Bloodrider
200	dragonlord	4	15	0	0	aenar-targaryen	HOLDS_TITLE	Dragonlord
201	283-ac	3	15	0	1	aerys-ii-targaryen	HEIR_TO	283 AC (track_b: Heirs)
202	hags-mire	3	15	0	0	chett	BORN_AT	Hag's Mire
203	ibbenese	3	15	0	0	assadora	CULTURE_OF	Ibbenese
204	alys-rivers	2	15	0	0	aemond-targaryen	SPOUSE_OF	Alys Rivers (qualifier: allegedly)
205	fairmarket	2	15	0	0	ryman-frey	DIED_AT	Fairmarket (track_b: Died)
206	prince-of-pentos	2	15	1	0	nevio-narratys	HOLDS_TITLE	Prince of Pentos
207	queen-of-meereen	2	15	1	0	daenerys-targaryen	HOLDS_TITLE	Queen of Meereen
208	white-sword-tower	2	15	0	0	harlan-grandison	DIED_AT	White Sword Tower (track_b: Died)
209	300-ac	1	15	0	1	house-bolton	OVERLORD_OF	300 AC (track_b: Overlords)
210	andalos	1	15	0	0	willam-the-wasp	DIED_AT	Andalos (track_b: Died)
211	gullet	1	15	0	0	vermax	DIED_AT	Gullet (track_b: Died)
212	khaleesi	1	15	1	0	one-eyed-crone	HOLDS_TITLE	Khaleesi (track_b: Title)
213	lord-protector-of-the-vale	1	15	0	0	yorbert-royce	HOLDS_TITLE	Lord Protector of the Vale
214	street-of-silk	1	15	0	0	jory-cassel	DIED_AT	Street of Silk (track_b: Died)
215	high-king-of-the-iron-islands	13	14	1	0	balon-v-greyjoy	HOLDS_TITLE	High King of the Iron Islands
216	peach	6	14	0	0	alyce	SWORN_TO	Peach
217	alysanne-blackwood	3	14	0	0	alys-stark	PARENT_OF	Alysanne Blackwood
218	boremund-baratheon	3	14	0	0	alyssa-velaryon	PARENT_OF	Boremund Baratheon
219	magnar-of-thenn	3	14	0	0	sigorn	HOLDS_TITLE	Magnar of Thenn
220	lord-harroways-town	2	14	0	0	alton-butterwell	HOLDS_TITLE	Lord Harroway's Town
221	pinkmaiden-castle	2	14	0	0	marq-piper	BORN_AT	Pinkmaiden Castle
222	hornwood	1	14	0	0	medrick	HOLDS_TITLE	Hornwood
223	motherhouse	1	14	0	0	elinor-costayne	HOLDS_TITLE	Motherhouse
224	shepherd	1	14	0	0	barefoot-lambs	SWORN_TO	Shepherd
225	water-gardens	1	14	0	0	nate	LOCATED_AT	Water Gardens
226	house-royce	25	13	0	0	alayne-royce	SWORN_TO	House Royce
227	harlaw	8	13	0	0	alannys-harlaw	BORN_AT	Harlaw
228	skirling-pass	4	13	0	0	dalbridge	DIED_AT	Skirling Pass
229	aemma-arryn	3	13	0	0	daella-targaryen-daughter-of-jaehaerys-i	PARENT_OF	Aemma Arryn
230	honeywine	3	13	0	0	owen-costayne	DIED_AT	Honeywine (track_b: Died)
231	alayaya	1	13	0	0	chataya	PARENT_OF	Alayaya
232	battle-of-ashford	1	13	0	0	roberts-rebellion	FIGHTS_IN	Battle of Ashford
233	lord-captain-of-the-iron-fleet	1	13	0	0	victarion-greyjoy	HOLDS_TITLE	Lord Captain of the Iron Fleet
234	meria-martell	1	13	0	0	nymor-martell	PARENT_OF	Meria Martell
235	queenscrown	1	13	0	0	del	DIED_AT	Queenscrown (track_b: Died)
236	skahazadhan	1	13	0	0	hizdahr-zo-loraq	HOLDS_TITLE	Skahazadhan
237	three-eyed-crow	1	13	0	0	coldhands	SWORN_TO	Three-eyed crow
238	king	20	12	1	0	andahar	HOLDS_TITLE	King
239	sistermen	14	12	0	0	alesandor-torrent	CULTURE_OF	Sistermen
240	lord-of-white-harbor	4	12	1	0	desmond-manderly	HOLDS_TITLE	Lord of White Harbor
241	bridge-of-skulls	3	12	0	0	aladale-wynch	DIED_AT	Bridge of Skulls (track_b: Died)
242	princess-of-dragonstone	3	12	1	0	aelora-targaryen	HOLDS_TITLE	Princess of Dragonstone
243	grand-captain	2	12	1	0	damon-morrigen	HOLDS_TITLE	Grand Captain
244	pirates	2	12	0	0	korra	SWORN_TO	Pirates
245	stony-shore	2	12	0	0	benfred-tallhart	DIED_AT	Stony Shore (track_b: Died)
246	bastards	1	12	0	0	tom-of-sevenstreams	PARENT_OF	Bastards
247	drearfort	1	12	0	0	umfred	HOLDS_TITLE	Drearfort
248	elephant	1	12	0	0	trianna	SWORN_TO	Elephant
249	lhazareen	1	12	0	0	eroeh	CULTURE_OF	Lhazareen
250	many-faced-god	1	12	0	0	faceless-men	SWORN_TO	Many-Faced God
251	mysaria	1	12	0	0	daemon-targaryen	LOVER_OF	Mysaria
252	selaesori-qhoran	1	12	0	0	captain-of-the-selaesori-qhoran	HOLDS_TITLE	Selaesori Qhoran
253	redgrass-field	11	11	0	0	addam-osgrey	DIED_AT	Redgrass Field (track_b: Died)
254	lord-of-darry	7	11	1	0	darnold-darry	HOLDS_TITLE	Lord of Darry
255	house-harroway	6	11	0	0	alys-harroway	SWORN_TO	House Harroway
256	starpike	6	11	0	0	gareth-long	HOLDS_TITLE	Starpike
257	chatayas-brothel	4	11	0	0	barras-mother	SWORN_TO	Chataya's brothel
258	good-masters	4	11	0	0	grazdan-fat-one	SWORN_TO	Good Masters
259	halleck-hoare	4	11	0	0	harwyn-hoare	HEIR_TO	Halleck Hoare
260	pennytree	4	11	0	0	harsley	DIED_AT	Pennytree (track_b: Died)
261	evenfall-hall	3	11	0	0	brienne-tarth	BORN_AT	Evenfall Hall (track_b: Born)
262	pureborn	3	11	0	0	egon-emeros	SWORN_TO	Pureborn
263	vulture-hunt	2	11	0	0	davos-baratheon	FIGHTS_IN	Vulture Hunt
264	bloodstone	1	11	0	0	jason-lannister-son-of-gerold	DIED_AT	Bloodstone
265	dosh-khaleen	1	11	0	0	one-eyed-crone	SWORN_TO	Dosh khaleen
266	greenstone	1	11	0	0	sylva-santagar	HOLDS_TITLE	Greenstone
267	long-barrow	1	11	0	0	emmett	HOLDS_TITLE	Long Barrow
268	lord-reaper-of-pyke	13	10	0	0	alton-greyjoy	HOLDS_TITLE	Lord Reaper of Pyke
269	house-estermont	10	10	0	0	aemon-estermont	SWORN_TO	House Estermont
270	lord-admiral	8	10	0	0	aethan-velaryon	HOLDS_TITLE	Lord admiral
271	happy-port	5	10	0	0	assadora	SWORN_TO	Happy Port
272	kings-men	5	10	0	0	andrew-estermont	SWORN_TO	King's men
273	house-norrey	4	10	0	0	arra-norrey	SWORN_TO	House Norrey
274	old-oak	3	10	0	0	arys-oakheart	BORN_AT	Old Oak (track_b: Born)
275	ghost-hill	2	10	0	0	toman	HOLDS_TITLE	Ghost Hill
276	hand-of-the-queen	2	10	0	0	barristan-selmy	HOLDS_TITLE	Hand of the Queen
277	rhea-royce	2	10	0	0	daemon-targaryen	SPOUSE_OF	Rhea Royce
278	sea-snake	2	10	0	0	corlys-velaryon	HOLDS_TITLE	Sea Snake
279	lady-baela	1	10	0	0	alyn-velaryon	HOLDS_TITLE	Lady Baela
280	lord-steward	1	10	0	0	bowen-marsh	HOLDS_TITLE	Lord Steward
281	needle	1	10	0	0	arya-stark	WIELDS	Needle
282	shagga	1	10	0	0	dolf	PARENT_OF	Shagga
283	submission-of-sunspear	1	10	0	0	conquest-of-dorne	FIGHTS_IN	Submission of Sunspear
284	dornish	15	9	0	0	alleras	CULTURE_OF	Dornish (track_b: Race)
285	house-farman	12	9	0	0	alysanne-farman	SWORN_TO	House Farman
286	house-crakehall	10	9	0	0	amarei-crakehall	SWORN_TO	House Crakehall
287	priest-of-the-drowned-god	7	9	0	0	aeron-greyjoy	HOLDS_TITLE	Priest of the Drowned God
288	cassandra-baratheon	3	9	0	0	borros-baratheon	PARENT_OF	Cassandra Baratheon
289	house-flint-of-the-mountains	3	9	0	0	artos-flint	SWORN_TO	House Flint of the mountains
290	river-king	3	9	0	0	pate-of-fairmarket	HOLDS_TITLE	River king
291	lord-confessor	2	9	0	0	george-graceford	HOLDS_TITLE	Lord Confessor
292	first-builder	1	9	0	0	othell-yarwyck	HOLDS_TITLE	First Builder
293	ibben	1	9	0	0	assadora	BORN_AT	Ibben
294	king-of-the-narrow-sea	1	9	1	0	racallio-ryndoon	HOLDS_TITLE	King of the Narrow Sea
295	king-s-landing	1	9	0	0	bramm-of-blackhull	DIED_AT	King’s Landing (track_b: Died)
296	kings-of-the-reach	1	9	0	0	order-of-the-green-hand	SWORN_TO	Kings of the Reach
297	myraham	1	9	0	0	captain-of-the-myraham	HOLDS_TITLE	Myraham
298	queensgate	1	9	0	0	morna-white-mask	HOLDS_TITLE	Queensgate
299	vaith	1	9	0	0	house-vaith	SEAT_OF	Vaith
300	widow-of-the-waterfront	1	9	0	0	vogarro	SPOUSE_OF	Widow of the waterfront
301	house-harlaw	12	8	0	0	alannys-harlaw	SWORN_TO	House Harlaw
302	house-butterwell	11	8	0	0	alton-butterwell	SWORN_TO	House Butterwell
303	house-caswell	9	8	0	0	armond-caswell	SWORN_TO	House Caswell
304	house-morrigen	7	8	0	0	damon-morrigen	SWORN_TO	House Morrigen
305	alyssa-targaryen	6	8	0	0	aegon-targaryen-son-of-baelon	PARENT_OF	Alyssa Targaryen
306	tommen-i-baratheon	6	8	0	0	boots	OWNS	Tommen I Baratheon
307	house-lannister-of-lannisport	5	8	0	0	ella-lannister	SWORN_TO	House Lannister of Lannisport
308	goldengrove	4	8	0	0	bethany-redwyne	HOLDS_TITLE	Goldengrove
309	hammerhorn	4	8	0	0	gormond-goodbrother	BORN_AT	Hammerhorn (track_b: Born)
310	house-goodbrook	4	8	0	0	garse-goodbrook	SWORN_TO	House Goodbrook
311	stonehelm	4	8	0	0	balon-swann	BORN_AT	Stonehelm
312	company-of-the-cat	2	8	0	0	bloodbeard	HOLDS_TITLE	Company of the Cat
313	lord-of-the-hornwood	2	8	1	0	halys-hornwood	HOLDS_TITLE	Lord of the Hornwood
314	quill-and-tankard	2	8	0	0	emma	SWORN_TO	Quill and Tankard
315	sweetsister	2	8	0	0	godric-borrell	BORN_AT	Sweetsister
316	battle-of-the-red-fork	1	8	0	0	daven-lannister	FIGHTS_IN	Battle of the Red Fork
317	bay-of-ice	1	8	0	0	house-wull	SEAT_OF	Bay of Ice
318	bella	1	8	0	0	robert-i-baratheon	PARENT_OF	Bella
319	dragonmont	1	8	0	0	sunfyre	BORN_AT	Dragonmont (track_b: Born)
320	frozen-shore	1	8	0	0	great-walrus	BORN_AT	Frozen Shore
321	gate-of-the-gods	1	8	0	0	lucas-leygood	DIED_AT	Gate of the Gods (track_b: Died)
