rank	target_slug	edge_count	in_count	is_title	is_date	example_source	example_edge_type	example_target_text
164	house-pendaerys	2	0	0	0	pereno-pendaerys	SWORN_TO	House Pendaerys
165	in-or-before-281-ac	2	0	0	0	armond-connington	DIED_AT	In or before 281 AC (track_b: Died)
166	ironrath	2	0	0	0	house-forrester-telltale	SEAT_OF	Ironrath
167	jhaqos-khalasar	2	0	0	0	jhaqo	SWORN_TO	Jhaqo's khalasar
168	jonoss-first-wife	2	0	0	0	barbara-bracken	PARENT_OF	Jonos's first wife
169	kevan-lannister-martyn-lannister	2	0	0	0	kevan-lannister	PARENT_OF	Kevan Lannister → Martyn Lannister
170	khal-ogos-khalasar	2	0	0	0	fogo	SWORN_TO	Khal Ogo's khalasar
171	kings-landing-73-ac	2	0	0	0	gaemon-targaryen-son-of-jaehaerys-i	BORN_AT	King's Landing, 73 AC
172	lady-piper	2	0	0	0	quellon-greyjoy	SPOUSE_OF	Lady Piper
173	lady-regent	2	0	0	0	elenda-baratheon	HOLDS_TITLE	Lady Regent
174	lord-darry	2	0	0	0	raymun-darry	PARENT_OF	Lord Darry
175	lord-of-wyl	2	0	1	0	walter-wyl	HOLDS_TITLE	Lord of Wyl
176	loyalist-victory	2	0	0	0	battle-of-the-redgrass-field	DEFEATS	Loyalist victory
177	maester-at-sunspear	2	0	0	0	caleotte	HOLDS_TITLE	Maester at Sunspear
178	mother-is-mellario-of-norvos	2	0	0	0	quentyn-martell	PARENT_OF	(reverse) Mother is Mellario of Norvos
179	mother-was-the-princess-of-dorne	2	0	0	0	mors-martell-brother-of-doran	PARENT_OF	(reverse) Mother was the Princess of Dorne
180	northern	2	0	0	0	battle-of-the-weeping-water	DEFEATS	Northern
181	one-daughter	2	0	0	0	bethany-redwyne	PARENT_OF	One daughter
182	queen-consort	2	0	0	0	aelinor-penrose	HOLDS_TITLE	Queen consort
183	rebel-victory	2	0	0	0	battle-of-the-bells	DEFEATS	rebel victory
184	rickon-stark-sansa-stark	2	0	0	0	rickon-stark-son-of-cregan	PARENT_OF	Rickon Stark → Sansa Stark
185	rickon-stark-serena-stark	2	0	0	0	rickon-stark-son-of-cregan	PARENT_OF	Rickon Stark → Serena Stark
186	see-below	2	0	0	0	battle-of-the-blackwater	DEFEATS	See below
187	ser-drinkwater	2	0	0	0	drinkwater-twins	PARENT_OF	Ser Drinkwater
188	serena-stark-torrhen-stark	2	0	0	0	serena-stark	PARENT_OF	Serena Stark → Torrhen Stark
189	six-daughters	2	0	0	0	garmund-hightower	PARENT_OF	Six daughters
190	six-sons	2	0	0	0	hubert-arryn	PARENT_OF	Six sons
191	sixteen-children	2	0	0	0	lucamore-strong	PARENT_OF	Sixteen children
192	sovereign	2	0	0	0	house-greyjoy	OVERLORD_OF	sovereign (track_b: Overlord)
193	stillborn-daughter	2	0	0	0	jeyne-royce	PARENT_OF	Stillborn daughter
194	tomard-tomtoo	2	0	0	0	tomard	PARENT_OF	Tomard → TomToo
195	twelve-children	2	0	0	0	gareth-clifton	PARENT_OF	Twelve children
196	uncertain	2	0	0	0	hugh-hammer	CULTURE_OF	Uncertain (track_b: Race)
197	understeward	2	0	0	0	mebble	HOLDS_TITLE	Understeward
198	unknown-wife	2	0	0	0	quort	SPOUSE_OF	Unknown wife
199	unnamed-wife	2	0	0	0	mathos-mallarawan	SPOUSE_OF	Unnamed wife
200	westermen-victory	2	0	0	0	battle-at-kayce	DEFEATS	Westermen victory
201	willam-stark-brandon-stark	2	0	0	0	brandon-stark-son-of-willam	PARENT_OF	Willam Stark → Brandon Stark
202	willam-stark-edwyle-stark	2	0	0	0	edwyle-stark	PARENT_OF	Willam Stark → Edwyle Stark
203	wives	2	0	0	0	salladhor-saan	SPOUSE_OF	Wives
204	1-son-of-disputed-paternity	1	0	0	0	sharis-footly	PARENT_OF	1 son of disputed paternity
205	101-ac-102-ac-or-103-ac	1	0	0	0	yorbert-royce	DIED_AT	101 AC, 102 AC or 103 AC (track_b: Died)
206	102-68-bc-dragonstone	1	0	0	0	maegon-targaryen	BORN_AT	102-68 BC, Dragonstone
207	12-ac-kings-landing	1	0	0	0	lyonce	DIED_AT	12 AC, King's Landing
208	127-ac-kings-landing	1	0	0	0	maelor-targaryen	BORN_AT	127 AC, King's Landing
209	130-ac-bitterbridge	1	0	0	0	maelor-targaryen	DIED_AT	130 AC, Bitterbridge
210	138-ac-kings-landing	1	0	0	0	naerys-targaryen	BORN_AT	138 AC, King's Landing
211	14-other-wives	1	0	0	0	craster	SPOUSE_OF	14 other wives
212	156-ac-or-later	1	0	0	0	bethany-bracken	BORN_AT	156 AC or later (track_b: Born)
213	175-ac-176-ac-or-177-ac	1	0	0	0	kaeth	BORN_AT	175 AC, 176 AC or 177 AC (track_b: Born)
214	179-184-ac-kings-landing	1	0	0	0	naerys-targaryen	DIED_AT	179-184 AC, King's Landing
215	183-209-ac-westeros	1	0	0	0	matarys-targaryen	BORN_AT	183-209 AC, Westeros
216	2-a-daughter-of-king-osgood	1	0	0	0	gerold-grafton-king	SPOUSE_OF	2: A daughter of King Osgood
217	2-sons	1	0	0	0	ynys-yronwood	PARENT_OF	2 sons
218	209-ac-kings-landing	1	0	0	0	matarys-targaryen	DIED_AT	209 AC, King's Landing
219	22-wives	1	0	0	0	ronard-storm	SPOUSE_OF	22 wives
220	259-ac-westeros	1	0	0	0	lemore	BORN_AT	~259 AC, Westeros
221	281-283-ac-dothraki-sea	1	0	0	0	jhogo	BORN_AT	281-283 AC, Dothraki sea
222	281-ac-282-ac-or-283-ac	1	0	0	0	penny	BORN_AT	281 AC, 282 AC or 283 AC (track_b: Born)
223	282-ac-283-ac-or-284-ac	1	0	0	0	bethany-rosby	DIED_AT	282 AC, 283 AC or 284 AC (track_b: Died)
224	282-ac-ashford	1	0	0	0	quentin-tyrell	DIED_AT	282 AC, Ashford
225	282-ac-highgarden	1	0	0	0	loras-tyrell	BORN_AT	282 AC, Highgarden
226	283	1	0	0	1	house-baratheon	OVERLORD_OF	283 (track_b: Overlords)
227	284-ac-dothraki-sea	1	0	0	0	jhiqui	BORN_AT	284 AC, Dothraki Sea
228	288-289-ac-naath	1	0	0	0	missandei	BORN_AT	288-289 AC, Naath
229	3-unknown	1	0	0	0	lyonel-strong	SPOUSE_OF	3: Unknown
230	41-ac-kings-landing	1	0	0	0	murmison	DIED_AT	41 AC, King's Landing
231	42-ac-kings-landing	1	0	0	0	myros	DIED_AT	42 AC, King's Landing
232	5-ac-dornish-desert-east-of-the-hellholt	1	0	0	0	harlan-tyrell	DIED_AT	5 AC, Dornish desert east of the Hellholt
233	5-unknown-number-of-new-unsullied	1	0	0	0	targaryen-campaign-in-slavers-bay	DEFEATS	5. Unknown number of new Unsullied
234	54-ac-dragonstone	1	0	0	0	maryam	DIED_AT	54 AC, Dragonstone
235	59-ac-near-highgarden	1	0	0	0	bertrand-tyrell	DIED_AT	59 AC, near Highgarden
236	6-children	1	0	0	0	lyonel-hightower	PARENT_OF	6 children
237	7-day-of-the-7-moon-of-74-ac	1	0	0	0	rhaenys-targaryen-daughter-of-aemon	BORN_AT	7 day of the 7 moon of 74 AC (track_b: Born)
238	99-sons	1	0	0	0	ronard-storm	PARENT_OF	99 sons
239	a-baker	1	0	0	0	hot-pie	PARENT_OF	A baker
240	a-butcher	1	0	0	0	mycah	PARENT_OF	A butcher
241	a-carpenter	1	0	0	0	marya-seaworth	PARENT_OF	A carpenter
242	a-child	1	0	0	0	gerold-grafton-king	PARENT_OF	A child
243	a-great-grandson	1	0	0	0	garth-vii-gardener	SUCCEEDS	A great-grandson
244	a-hedge-knight	1	0	0	0	house-baelish	FOUNDED	A hedge knight
245	a-hundred-sons	1	0	0	0	grey-king	PARENT_OF	A hundred sons
246	a-merchants-daughter	1	0	0	0	lyonel-corbray	SPOUSE_OF	A merchant's daughter
247	a-shipwright	1	0	0	0	marilda-of-hull	PARENT_OF	A shipwright
248	a-single-daughter	1	0	0	0	gerold-iii-lannister	PARENT_OF	A single daughter
249	a-wisewoman	1	0	0	0	wisewomans-daughter	PARENT_OF	A wisewoman
250	acting-lady-of-the-gates-of-the-moon	1	0	0	0	myranda-royce	HOLDS_TITLE	Acting Lady of the Gates of the Moon
251	aegon-i-targaryen-as-hand-of-the-king	1	0	0	0	edmyn-tully	SERVES	Aegon I Targaryen (wiki:Edmyn_Tully) — as Hand of the King
252	aegon-ii-targaryen-is-parent	1	0	0	0	maelor-targaryen	PARENT_OF	Aegon II Targaryen is parent
253	aegon-targaryen-is-parent	1	0	0	0	maegon-targaryen	PARENT_OF	Aegon Targaryen is parent
254	aenar-targaryen-is-parent	1	0	0	0	gaemon-targaryen-son-of-aenar	PARENT_OF	Aenar Targaryen is parent
255	aenys-i-targaryen-vaella	1	0	0	0	vaella-targaryen-daughter-of-aenys-i	PARENT_OF	Aenys I Targaryen → Vaella
256	aenys-i-targaryen-viserys	1	0	0	0	viserys-targaryen-son-of-aenys-i	PARENT_OF	Aenys I Targaryen → Viserys
257	aerion-targaryen-visenya	1	0	0	0	visenya-targaryen	PARENT_OF	Aerion Targaryen → Visenya
258	aerys-ii-targaryen-viserys	1	0	0	0	viserys-targaryen	PARENT_OF	Aerys II Targaryen → Viserys
259	after-198-ac	1	0	0	0	walgrave	BORN_AT	After 198 AC (track_b: Born)
260	alannys-harlaw-asha-greyjoy	1	0	0	0	asha-greyjoy	PARENT_OF	Alannys Harlaw → Asha Greyjoy
261	alannys-harlaw-is-parent-of-theon	1	0	0	0	theon-greyjoy	PARENT_OF	Alannys Harlaw is parent of Theon
262	alaric-stark-edric-stark	1	0	0	0	edric-stark	PARENT_OF	Alaric Stark → Edric Stark
263	alayne-stone-sansa-stark	1	0	0	0	sansa-stark	ALIAS_OF	Alayne Stone → Sansa Stark
264	aliandra-martell-coryanne-martell	1	0	0	0	qyle-martell	SIBLING_OF	Aliandra Martell, Coryanne Martell
265	alyn-velaryon-qualifier-rumored	1	0	0	0	aliandra-martell	LOVER_OF	Alyn Velaryon (cite: track_b: Lover) — qualifier: rumored
266	alys-karstark-rodwell-stark	1	0	0	0	rodwell-stark	PARENT_OF	Alys Karstark → Rodwell Stark
267	alys-stackspear-damon-reverse	1	0	0	0	damon-lannister-son-of-jason	PARENT_OF	Alys Stackspear → Damon (cite: track_b: Mother) — reverse
268	alysanne-blackwood-raya-stark	1	0	0	0	raya-stark	PARENT_OF	Alysanne Blackwood → Raya Stark
269	alysanne-blackwood-sarra-stark	1	0	0	0	sarra-stark	PARENT_OF	Alysanne Blackwood → Sarra Stark
270	alysanne-targaryen-is-parent	1	0	0	0	gaemon-targaryen-son-of-jaehaerys-i	PARENT_OF	Alysanne Targaryen is parent
271	alysanne-targaryen-vaegon	1	0	0	0	vaegon-targaryen	PARENT_OF	Alysanne Targaryen → Vaegon
272	alysanne-targaryen-valerion	1	0	0	0	valerion-targaryen	PARENT_OF	Alysanne Targaryen → Valerion
273	alysanne-targaryen-viserra	1	0	0	0	viserra-targaryen	PARENT_OF	Alysanne Targaryen → Viserra
274	alyssa-velaryon-vaella	1	0	0	0	vaella-targaryen-daughter-of-aenys-i	PARENT_OF	Alyssa Velaryon → Vaella
275	alyssa-velaryon-viserys	1	0	0	0	viserys-targaryen-son-of-aenys-i	PARENT_OF	Alyssa Velaryon → Viserys
276	ambush-at-the-wendwater	1	0	0	0	faith-militant-uprising	FIGHTS_IN	Ambush at the Wendwater
277	an-unknown-date	1	0	0	0	qhored-i-hoare	DIED_AT	an unknown date (track_b: Died)
278	and-the-trident	1	0	0	0	warden-of-the-southern-marches	REGION_OF	and the Trident
279	annihilation-of-entire-lorathi-andal-population	1	0	0	0	scouring-of-lorath	DEFEATS	Annihilation of entire Lorathi Andal population
280	archons	1	0	0	0	valyrian-freehold	RULES	Archons
281	arianne-martell-quentyn-martell	1	0	0	0	trystane-martell	SIBLING_OF	Arianne Martell, Quentyn Martell
282	arianne-martell-trystane-martell	1	0	0	0	quentyn-martell	SIBLING_OF	Arianne Martell, Trystane Martell
283	arra-norrey-rickon-stark	1	0	0	0	rickon-stark-son-of-cregan	PARENT_OF	Arra Norrey → Rickon Stark
284	arryn	1	0	0	0	jeyne-arryn	PARENT_OF	Arryn
285	arya-stark-nymeria-infobox-owner	1	0	0	0	nymeria-direwolf	OWNS	Arya Stark → Nymeria (wiki:Nymeria_(direwolf) infobox: Owner)
286	asher-forrester	1	0	0	0	house-forrester-telltale	RULES	Asher Forrester
287	astapor-sacked-and-burned	1	0	0	0	siege-of-astapor	DEFEATS	Astapor sacked and burned
288	at-least-a-daughter	1	0	0	0	jon-brightstone	PARENT_OF	At least a daughter
289	at-least-five-sons	1	0	0	0	loreon-i-lannister	PARENT_OF	At least five sons
290	at-least-four-wives	1	0	0	0	cleon	SPOUSE_OF	At least four wives
291	at-least-one-more-child	1	0	0	0	theomore-harlaw	PARENT_OF	At least one more child
292	at-least-three-sons	1	0	0	0	artys-i-arryn	PARENT_OF	At least three sons
293	at-least-two-daughters	1	0	0	0	godric-borrell	PARENT_OF	At least two daughters
294	baelon-targaryen-aemma-arryn	1	0	0	0	baelon-targaryen-son-of-viserys-i	PARENT_OF	Baelon Targaryen ← Aemma Arryn
295	baelon-targaryen-aerys-targaryen	1	0	0	0	baelon-targaryen-son-of-aerys	PARENT_OF	Baelon Targaryen ← Aerys Targaryen
296	baelon-targaryen-alysanne-targaryen	1	0	0	0	baelon-targaryen-son-of-jaehaerys-i	PARENT_OF	Baelon Targaryen ← Alysanne Targaryen
297	baelon-targaryen-jaehaerys-i-targaryen	1	0	0	0	baelon-targaryen-son-of-jaehaerys-i	PARENT_OF	Baelon Targaryen ← Jaehaerys I Targaryen
298	baelon-targaryen-viserys-i-targaryen	1	0	0	0	baelon-targaryen-son-of-viserys-i	PARENT_OF	Baelon Targaryen ← Viserys I Targaryen
299	baelor-i-targaryen-dissolved	1	0	0	0	daena-targaryen	SPOUSE_OF	Baelor I Targaryen (track_b: Spouse) — dissolved
