rank	target_slug	edge_count	in_count	is_title	is_date	example_source	example_edge_type	example_target_text
45	house-lothston	11	19	0	0	bastard-of-harrenhal	SWORN_TO	House Lothston
46	cinnamon-wind	2	19	0	0	aemon-targaryen-son-of-maekar-i	DIED_AT	Cinnamon Wind
47	wise-masters	15	18	0	0	beastmaster	SWORN_TO	Wise Masters
48	helaena-targaryen	5	18	0	0	alicent-hightower	PARENT_OF	Helaena Targaryen
49	tower-of-joy	1	18	0	0	roberts-rebellion	FIGHTS_IN	Tower of joy
50	andal-invasion	3	17	0	0	battle-of-the-seven-stars	FIGHTS_IN	Andal invasion
51	long-night	1	17	0	0	battle-for-the-dawn	DEFEATS	Long Night
52	lads	3	16	0	0	alysanne-blackwood	SWORN_TO	Lads
53	282-ac	1	16	0	1	house-baratheon	OVERLORD_OF	282 AC (track_b: Overlords)
54	moon-of-the-three-kings	1	16	0	0	riot-of-kings-landing-dance-of-the-dragons	DEFEATS	Moon of the Three Kings
55	house-botley	14	15	0	0	balon-botley	SWORN_TO	House Botley
56	house-connington	12	15	0	0	alyn-connington	SWORN_TO	House Connington
57	300-ac	1	15	0	1	house-bolton	OVERLORD_OF	300 AC (track_b: Overlords)
58	street-of-silk	1	15	0	0	jory-cassel	DIED_AT	Street of Silk (track_b: Died)
59	shepherd	1	14	0	0	barefoot-lambs	SWORN_TO	Shepherd
60	house-royce	26	13	0	0	alayne-royce	SWORN_TO	House Royce
61	battle-of-ashford	1	13	0	0	roberts-rebellion	FIGHTS_IN	Battle of Ashford
62	three-eyed-crow	1	13	0	0	coldhands	SWORN_TO	Three-eyed crow
63	bridge-of-skulls	3	12	0	0	aladale-wynch	DIED_AT	Bridge of Skulls (track_b: Died)
64	pirates	2	12	0	0	korra	SWORN_TO	Pirates
65	elephant	1	12	0	0	trianna	SWORN_TO	Elephant
66	house-harroway	6	11	0	0	alys-harroway	SWORN_TO	House Harroway
67	chatayas-brothel	5	11	0	0	alayaya	SWORN_TO	Chataya's brothel
68	good-masters	4	11	0	0	grazdan-fat-one	SWORN_TO	Good Masters
69	pureborn	3	11	0	0	egon-emeros	SWORN_TO	Pureborn
70	lyonel-strong	2	11	0	0	alys-rivers	PARENT_OF	Lyonel Strong (track_b: Father)
71	vulture-hunt	2	11	0	0	davos-baratheon	FIGHTS_IN	Vulture Hunt
72	dosh-khaleen	1	11	0	0	one-eyed-crone	SWORN_TO	Dosh khaleen
73	house-estermont	10	10	0	0	aemon-estermont	SWORN_TO	House Estermont
74	happy-port	5	10	0	0	assadora	SWORN_TO	Happy Port
75	kings-men	5	10	0	0	andrew-estermont	SWORN_TO	King's men
76	house-norrey	4	10	0	0	arra-norrey	SWORN_TO	House Norrey
77	submission-of-sunspear	1	10	0	0	conquest-of-dorne	FIGHTS_IN	Submission of Sunspear
78	house-farman	12	9	0	0	alysanne-farman	SWORN_TO	House Farman
79	house-crakehall	10	9	0	0	amarei-crakehall	SWORN_TO	House Crakehall
80	house-flint-of-the-mountains	3	9	0	0	artos-flint	SWORN_TO	House Flint of the mountains
81	king-s-landing	1	9	0	0	bramm-of-blackhull	DIED_AT	King’s Landing (track_b: Died)
82	kings-of-the-reach	1	9	0	0	order-of-the-green-hand	SWORN_TO	Kings of the Reach
83	house-harlaw	12	8	0	0	alannys-harlaw	SWORN_TO	House Harlaw
84	house-butterwell	11	8	0	0	alton-butterwell	SWORN_TO	House Butterwell
85	house-caswell	9	8	0	0	armond-caswell	SWORN_TO	House Caswell
86	house-morrigen	7	8	0	0	damon-morrigen	SWORN_TO	House Morrigen
87	tommen-i-baratheon	6	8	0	0	boots	OWNS	Tommen I Baratheon
88	house-lannister-of-lannisport	5	8	0	0	ella-lannister	SWORN_TO	House Lannister of Lannisport
89	house-goodbrook	4	8	0	0	garse-goodbrook	SWORN_TO	House Goodbrook
90	battle-of-the-red-fork	1	8	0	0	daven-lannister	FIGHTS_IN	Battle of the Red Fork
91	frozen-shore	1	8	0	0	great-walrus	BORN_AT	Frozen Shore
92	gate-of-the-gods	1	8	0	0	lucas-leygood	DIED_AT	Gate of the Gods (track_b: Died)
93	house-casterly	1	8	0	0	corlos	SWORN_TO	House Casterly
94	luthor-largent	1	8	0	0	house-largent	FOUNDED	Luthor Largent
95	the-gate	1	8	0	0	izembaro	SWORN_TO	The Gate
96	undying-ones	1	8	0	0	pyat-pree	SWORN_TO	Undying Ones
97	stone-crows	10	7	0	0	conn	SWORN_TO	Stone Crows
98	house-costayne	9	7	0	0	aemon-costayne	SWORN_TO	House Costayne
99	house-drumm	9	7	0	0	andrik-the-unsmiling	SWORN_TO	House Drumm
100	house-dondarrion	8	7	0	0	bastard-of-blackhaven	SWORN_TO	House Dondarrion
101	house-locke	6	7	0	0	donnel-locke	SWORN_TO	House Locke
102	house-liddle	5	7	0	0	duncan-liddle	SWORN_TO	House Liddle
103	house-flint	3	7	0	0	byam-flint	SWORN_TO	House Flint
104	iron-bank	1	7	0	0	bessaro-reyaan	SWORN_TO	Iron Bank
105	lady-of-coldmoat	1	7	1	0	rohanne-webber	HOLDS_TITLE	Lady of Coldmoat
106	magnar	1	7	0	0	house-thenn	RULES	Magnar
107	pact	1	7	0	0	coming-of-the-andals	DEFEATS	Pact
108	qarl-correy	1	7	0	0	laenor-velaryon	LOVER_OF	Qarl Correy
109	sabitha-frey	1	7	0	0	alysanne-blackwood	LOVER_OF	Sabitha Frey (track_b: Lover)
110	shavepates	1	7	0	0	skahaz-mo-kandaq	SWORN_TO	Shavepates
111	house-clegane	14	6	0	0	chiswyck	SWORN_TO	House Clegane
112	house-frey-of-riverrun	9	6	0	0	emmon-frey	SWORN_TO	House Frey of Riverrun
113	lord-paramount-of-the-mander	8	6	1	0	bertrand-tyrell	HOLDS_TITLE	Lord Paramount of the Mander
114	house-fossoway-of-cider-hall	5	6	0	0	bryan-fossoway	SWORN_TO	House Fossoway of Cider Hall
115	house-lannister-of-darry	5	6	0	0	amerei-frey	SWORN_TO	House Lannister of Darry
116	great-masters	4	6	0	0	marghaz-zo-loraq	SWORN_TO	Great Masters
117	bastards-boys	3	6	0	0	grunt	SWORN_TO	Bastard's Boys
118	house-fossoway	3	6	0	0	derrick-fossoway	SWORN_TO	House Fossoway
119	high-council-of-the-triarchy	1	6	1	0	triarchy	RULES	High Council of the Triarchy
120	rhoynish-wars	1	6	0	0	second-spice-war	FIGHTS_IN	Rhoynish Wars
121	valyrian-peninsula	1	6	0	0	aurion	DIED_AT	Valyrian peninsula (track_b: Died)
122	wedding-of-aegon-iii-targaryen-and-jaehaera-targaryen	1	6	0	0	dance-of-the-dragons	DEFEATS	Wedding of Aegon III Targaryen and Jaehaera Targaryen
123	yunkish	1	6	0	0	crunch	DIED_AT	Yunkish (track_b: Died)
124	house-beesbury	12	5	0	0	alan-beesbury	SWORN_TO	House Beesbury
125	house-hunter	8	5	0	0	alec-hunter	SWORN_TO	House Hunter
126	house-fell	5	5	0	0	harwood-fell	SWORN_TO	House Fell
127	artys-arryn	3	5	0	0	robar-ii-royce	SUCCEEDS	Artys Arryn
128	drowned-men	3	5	0	0	emmond	SWORN_TO	Drowned men
129	house-coldwater	2	5	0	0	ben-coldwater	SWORN_TO	House Coldwater
130	house-errol	2	5	0	0	sebastion-errol	SWORN_TO	House Errol
131	maidens-men	2	5	0	0	orryn-baratheon	SWORN_TO	Maiden's Men
132	wolf-pack	2	5	0	0	hallis-hornwood	SWORN_TO	Wolf Pack
133	alequo-adarys	1	5	0	0	sack-of-tyrosh	DEFEATS	Alequo Adarys
134	battle-of-stonebridge	1	5	0	0	faith-militant-uprising	FIGHTS_IN	Battle of Stonebridge
135	house-greystark	1	5	0	0	house-stark	CADET_BRANCH_OF	House Greystark (track_b: Cadet branches)
136	long-lances	1	5	0	0	gylo-rhegan	SWORN_TO	Long Lances
137	house-goodbrother	11	4	0	0	arthur-goodbrother	SWORN_TO	House Goodbrother
138	house-brax	10	4	0	0	andros-brax	SWORN_TO	House Brax
139	elephants	3	4	0	0	doniphos-paenymion	SWORN_TO	Elephants
140	last-greenseer	3	4	0	0	ash	SWORN_TO	last greenseer
141	stalwart-shields	2	4	0	0	mollono-yos-dob	SWORN_TO	Stalwart Shields
142	tiger	2	4	0	0	horonno	SWORN_TO	Tiger
143	urrathon-iv-goodbrother	2	4	0	0	torgon-greyiron	SUCCEEDS	Urrathon IV Goodbrother
144	amos-bracken	1	4	0	0	humfrey-bracken	PARENT_OF	Amos Bracken
145	battle-at-the-mander	1	4	0	0	roberts-rebellion	FIGHTS_IN	Battle at the Mander
146	battle-of-the-green-fork	1	4	0	0	bronn	FIGHTS_IN	Battle of the Green Fork
147	battle-of-the-whispering-wood	1	4	0	0	jaime-lannister	FIGHTS_IN	Battle of the Whispering Wood
148	gerold-iii-lannister	1	4	0	0	joffrey-lannister	SUCCEEDS	Gerold III Lannister
149	guildhall-of-the-alchemists	1	4	0	0	alchemists-guild	SEAT_OF	Guildhall of the Alchemists
150	house-bolton-of-winterfell	1	4	0	0	ramsay-snow	SWORN_TO	House Bolton of Winterfell
151	house-cole	1	4	0	0	criston-cole	SWORN_TO	House Cole
152	house-foote-of-nightsong	1	4	0	0	philip-foote	SWORN_TO	House Foote of Nightsong
153	lichyard	1	4	0	0	mikken	BURIED_AT	lichyard
154	mothers-men	1	4	0	0	marselen	SWORN_TO	Mother's Men
155	pyntos	1	4	0	0	pynto	SWORN_TO	Pynto's
156	thirteen	1	4	0	0	xaro-xhoan-daxos	SWORN_TO	Thirteen
157	house-buckler	5	3	0	0	brus-buckler	SWORN_TO	House Buckler
158	harmund-iii-hoare	4	3	0	0	hagon-hoare	SUCCEEDS	Harmund III Hoare
159	moon-brothers	4	3	0	0	calor	SWORN_TO	Moon Brothers
160	graces	3	3	0	0	ezzara	SWORN_TO	Graces
161	house-fossoway-of-new-barrel	3	3	0	0	janna-fossoway	SWORN_TO	House Fossoway of New Barrel
162	house-of-pahl	3	3	0	0	ben-plumm	SWORN_TO	House of Pahl (track_b: Allegiances)
163	burned-men	2	3	0	0	timett-father	SWORN_TO	Burned Men
164	free-company	1	3	0	0	howard-bullock	SWORN_TO	Free Company
165	gallant-men	1	3	0	0	osmund-kettleblack	SWORN_TO	Gallant Men (track_b: Allegiances)
166	harras-hoare	1	3	0	0	rognar-ii-greyiron	SUCCEEDS	Harras Hoare
167	house-long	1	3	0	0	gareth-long	SWORN_TO	House Long
168	lord-hightower	1	3	0	0	ormund-hightower	PARENT_OF	Lord Hightower
169	oakenseat	1	3	0	0	anarchy-in-the-reach	DEFEATS	Oakenseat
170	old-palace	1	3	0	0	house-martell	SEAT_OF	Old Palace
171	shrykos	1	3	0	0	riot-of-kings-landing-dance-of-the-dragons	DEFEATS	Shrykos
172	wild-hares	1	3	0	0	benfred-tallhart	SWORN_TO	Wild Hares
173	house-bulwer	9	2	0	0	alysanne-bulwer	SWORN_TO	House Bulwer
174	house-crane	8	2	0	0	ellard-crane	SWORN_TO	House Crane
175	house-ambrose	7	2	0	0	aegon-ambrose	SWORN_TO	House Ambrose
176	conflict-beyond-the-wall	6	2	0	0	attack-on-castle-black	FIGHTS_IN	Conflict beyond the Wall
177	house-deddings	5	2	0	0	darla-deddings	SWORN_TO	House Deddings
178	house-redbeard	5	2	0	0	gerrick-kingsblood	SWORN_TO	House Redbeard
179	house-charlton	4	2	0	0	andrey-charlton	SWORN_TO	House Charlton
180	house-codd	4	2	0	0	dagon-codd	SWORN_TO	House Codd
181	great-hall	3	2	0	0	aerys-ii-targaryen	DIED_AT	Great Hall (track_b: Died)
182	house-blackbar	3	2	0	0	elwood-blackbar	SWORN_TO	House Blackbar
183	house-mertyns	3	2	0	0	jon-mertyns	SWORN_TO	House Mertyns
184	saan-family	3	2	0	0	saathos-saan	SWORN_TO	Saan family
185	house-burley	2	2	0	0	billy-burley	SWORN_TO	House Burley (track_b: Allegiances)
186	house-cuy	2	2	0	0	branston-cuy	SWORN_TO	House Cuy
187	house-flint-of-flints-finger	2	2	0	0	blind-lord	SWORN_TO	House Flint of Flint's Finger (track_b: Allegiance)
188	house-flint-of-widows-watch	2	2	0	0	lyessa-flint	SWORN_TO	House Flint of Widow's Watch
189	house-jast	2	2	0	0	antario-jast	SWORN_TO	House Jast
190	stormbreakers	2	2	0	0	oscar-tully	HOLDS_TITLE	Stormbreakers
191	aubrey-crakehall	1	2	0	0	hagon-hoare	SUCCEEDS	Aubrey Crakehall
192	daemon-blackfyre	1	2	0	0	house-blackfyre	FOUNDED	Daemon Blackfyre
193	garth-x-gardener	1	2	0	0	anarchy-in-the-reach	DEFEATS	Garth X Gardener
194	house-broom	1	2	0	0	benedict-broom	SWORN_TO	House Broom
195	house-doggett	1	2	0	0	joffrey-doggett	SWORN_TO	House Doggett
196	house-falwell	1	2	0	0	rupert-falwell	SWORN_TO	House Falwell
197	house-kyndall	1	2	0	0	teora-kyndall	SWORN_TO	House Kyndall
198	house-of-kandaq	1	2	0	0	skahaz-mo-kandaq	SWORN_TO	House of Kandaq
199	iron-shields	1	2	0	0	tattered-prince	SWORN_TO	Iron Shields (track_b: Allegiances)
200	joffrey-lonmouth	1	2	0	0	laenor-velaryon	LOVER_OF	Joffrey Lonmouth
201	kingdom-of-the-three-daughters	1	2	0	0	racallio-ryndoon	SWORN_TO	Kingdom of the Three Daughters
202	silent-sister	1	2	0	0	maris-baratheon	HOLDS_TITLE	Silent sister
203	slate	1	2	0	0	house-slate	RULES	Slate
204	weirwood-alliance	1	2	0	0	battle-at-black-bog	DEFEATS	Weirwood Alliance
205	lannister	15	1	0	0	battle-at-the-mummers-ford	DEFEATS	Lannister
206	house-of-loraq	11	1	0	0	belaquo-bonebreaker	SWORN_TO	House of Loraq
207	cerelle-lannister	6	1	0	0	gerold-lannister	SUCCEEDS	Cerelle Lannister
208	house-grandison	6	1	0	0	harlan-grandison	SWORN_TO	House Grandison
209	house-haigh	6	1	0	0	alyn-haigh	SWORN_TO	House Haigh
210	house-of-galare	5	1	0	0	elza	SWORN_TO	House of Galare
211	the-vale	5	1	0	0	roland-i-arryn	DIED_AT	the Vale
212	drogos-khalasar	4	1	0	0	drogo	SWORN_TO	Drogo's khalasar
213	house-ashford	4	1	0	0	alyn-ashford	SWORN_TO	House Ashford
214	2-bc	3	1	0	1	house-baratheon	OVERLORD_OF	2 BC (track_b: Overlords)
215	house-greenfield	3	1	0	0	garth-greenfield	SWORN_TO	House Greenfield
216	house-kenning-of-kayce	3	1	0	0	herrock-kenning	SWORN_TO	House Kenning of Kayce (track_b: Allegiances)
217	thenn	3	1	0	0	sigorn	BORN_AT	Thenn
218	house-banefort	2	1	0	0	hooded-man	SWORN_TO	House Banefort
219	house-broome	2	1	0	0	ella-broome	SWORN_TO	House Broome
220	house-cobb	2	1	0	0	agramore-cobb	SWORN_TO	House Cobb
221	house-haen	2	1	0	0	myrmadora-haen	SWORN_TO	House Haen
222	house-horpe	2	1	0	0	harys-horpe	SWORN_TO	House Horpe
223	house-of-kisses	2	1	0	0	essie	SWORN_TO	House of Kisses
224	merle-i-gardener	2	1	0	0	gwayne-v-gardener	SUCCEEDS	Merle I Gardener
225	aegon-ii	1	1	0	0	dance-of-the-dragons	DEFEATS	Aegon II
226	aegon-iii	1	1	0	0	dance-of-the-dragons	DEFEATS	Aegon III
227	aegon-vi-targaryen	1	1	0	0	varys	SWORN_TO	Aegon VI Targaryen
228	blackfyre-rebellions	1	1	0	0	second-blackfyre-rebellion	FIGHTS_IN	Blackfyre Rebellions
229	house-bettley	1	1	0	0	jon-bettley	SWORN_TO	House Bettley
230	house-blanetree	1	1	0	0	zhoe-blanetree	SWORN_TO	House Blanetree
231	house-condon	1	1	0	0	kyle-condon	SWORN_TO	House Condon
232	house-farwynd	1	1	0	0	triston-farwynd	SWORN_TO	House Farwynd
233	house-foote	1	1	0	0	philip-foote	SWORN_TO	House Foote
234	house-grell	1	1	0	0	desmond-grell	SWORN_TO	House Grell
235	house-lonmouth	1	1	0	0	richard-lonmouth	SWORN_TO	House Lonmouth
236	house-mollen	1	1	0	0	hallis-mollen	SWORN_TO	House Mollen
237	house-of-ghazeen	1	1	0	0	azzak-zo-ghazeen	SWORN_TO	House of Ghazeen
238	house-of-merreq	1	1	0	0	mezzara-merreq	SWORN_TO	House of Merreq
239	house-of-reznak	1	1	0	0	reznak-mo-reznak	SWORN_TO	House of Reznak
240	lord-commander	1	1	0	0	mutiny-at-castle-black	DEFEATS	Lord Commander
241	mern-vi-gardener	1	1	0	0	anarchy-in-the-reach	DEFEATS	Mern VI Gardener
242	morden-ii-durrandon	1	1	0	0	ronard-storm	SUCCEEDS	Morden II Durrandon
243	rhaenyra	1	1	0	0	dance-of-the-dragons	DEFEATS	Rhaenyra
244	sea-watch	1	1	0	0	tristimun	MEMBER_OF	Sea watch
245	unknown	202	0	0	0	addam-hightower	SPOUSE_OF	Unknown
246	the-citadel	73	0	0	0	aemon-targaryen-son-of-maekar-i	MEMBER_OF	The Citadel
247	son	27	0	0	0	alyn-tarbeck	PARENT_OF	Son
248	none	26	0	0	0	aerys-i-targaryen	PARENT_OF	None
249	daughter	23	0	0	0	alysane-mormont	PARENT_OF	Daughter
250	extinct	23	0	0	0	house-blackfyre	RULES	Extinct
251	sons	23	0	0	0	antario-jast	PARENT_OF	Sons
252	captain	19	0	1	0	alvyn-sharp	HOLDS_TITLE	Captain
253	commander	13	0	0	0	bedwyck	HOLDS_TITLE	Commander
254	daughters	8	0	0	0	choq-choq	PARENT_OF	Daughters
255	unborn-child	8	0	0	0	alyce-graceford	PARENT_OF	Unborn child
256	deceased-husband	6	0	0	0	anya-waynwood	SPOUSE_OF	Deceased husband
257	deceased-wife	6	0	0	0	mors-umber	SPOUSE_OF	Deceased wife
258	golden-company-victory	6	0	0	0	fall-of-mistwood	DEFEATS	Golden Company victory
259	house-of-qaggaz	6	0	0	0	bearded-woman	SWORN_TO	House of Qaggaz
260	red-keep-kings-landing	6	0	0	0	aemon-targaryen-son-of-viserys-ii	BORN_AT	Red Keep, King's Landing
261	a-son	5	0	0	0	davos-dayne	PARENT_OF	A son
262	at-least-one-son	5	0	0	0	arlan-i-durrandon	PARENT_OF	At least one son
263	father-is-oberyn-martell	5	0	0	0	nymeria-sand	PARENT_OF	(reverse) Father is Oberyn Martell
264	iron-throne-victory	5	0	0	0	burning-of-the-sept-of-remembrance	DEFEATS	Iron Throne victory
265	lord-marshal-of-the-mander	5	0	0	0	desmond-manderly	HOLDS_TITLE	Lord Marshal of the Mander
266	three-wives	5	0	0	0	horton-redfort	SPOUSE_OF	Three wives
267	two-daughters	5	0	0	0	corwyn-corbray	PARENT_OF	Two daughters
268	brother	4	0	0	0	clement	HOLDS_TITLE	Brother
269	gate	4	0	0	0	bobono	SWORN_TO	Gate
270	heddle-family	4	0	0	0	jeyne-heddle	SWORN_TO	Heddle family
271	house-blacktyde	4	0	0	0	baelor-blacktyde	SWORN_TO	House Blacktyde
272	house-cassel	4	0	0	0	beth-cassel	SWORN_TO	House Cassel
273	house-clifton	4	0	0	0	gareth-clifton	SWORN_TO	House Clifton
274	house-farwynd-of-the-lonely-light	4	0	0	0	gylbert-farwynd	SWORN_TO	House Farwynd of the Lonely Light
275	khal-drogos-khalasar	4	0	0	0	doreah	SWORN_TO	Khal Drogo's khalasar
276	the-reach	4	0	0	0	house-hunt	REGION_OF	The Reach
277	three-sons	4	0	0	0	ambrose-butterwell	PARENT_OF	Three sons
278	300-ac-meereen	3	0	0	0	loyal-spear	DIED_AT	300 AC, Meereen
279	balon-ix-greyjoy	3	0	0	0	euron-greyjoy	SUCCEEDS	Balon IX Greyjoy
280	bolton	3	0	0	0	battle-outside-the-gates-of-winterfell	DEFEATS	Bolton
281	cerwyn	3	0	0	0	cley-cerwyn	BORN_AT	Cerwyn (track_b: Born)
282	euron-iii-greyjoy	3	0	0	0	balon-greyjoy	SUCCEEDS	Euron III Greyjoy (track_b: Successor)
283	goodman	3	0	0	0	beck	HOLDS_TITLE	Goodman
284	healing	3	0	0	0	ebrose	HOLDS_TITLE	healing
285	house-bolling	3	0	0	0	elinor-costayne	SWORN_TO	House Bolling
286	house-cafferen	3	0	0	0	alys-oakheart	SWORN_TO	House Cafferen
287	house-goode	3	0	0	0	glendon-goode	SWORN_TO	House Goode
288	house-lynderly	3	0	0	0	jon-lynderly	SWORN_TO	House Lynderly
289	house-of-rhaezn	3	0	0	0	chezdhar-zo-rhaezn	SWORN_TO	House of Rhaezn
290	house-tyrell-of-highgarden	3	0	0	0	garlan-tyrell	SWORN_TO	House Tyrell of Highgarden
291	issue	3	0	0	0	garth-the-gardener	PARENT_OF	Issue
292	lady-stonetree	3	0	0	0	harlon-greyjoy	PARENT_OF	Lady Stonetree
293	meereen-300-ac	3	0	0	0	eladon-goldenhair	DIED_AT	Meereen, 300 AC
294	northern-victory	3	0	0	0	battle-at-long-lake	DEFEATS	Northern victory
295	partial-destruction-of-town	3	0	0	0	first-sack-of-maidenpool	DEFEATS	partial destruction of town
296	royal-victory	3	0	0	0	attack-on-old-wyk	DEFEATS	Royal victory
297	two-sons	3	0	0	0	quenton-qoherys	PARENT_OF	Two sons
298	winterfell-299-ac	3	0	0	0	squint	DIED_AT	Winterfell, 299 AC
299	1-unknown	2	0	0	0	cregan-karstark	SPOUSE_OF	1: Unknown
300	2-unknown	2	0	0	0	cregan-karstark	SPOUSE_OF	2: Unknown
301	3-sons	2	0	0	0	boremund-harlaw	PARENT_OF	3 sons
302	a-daughter	2	0	0	0	josua-massey	PARENT_OF	A daughter
303	a-woods-witch	2	0	0	0	harlon-the-hunter	SPOUSE_OF	A woods witch
304	admiral	2	0	0	0	alyn-velaryon	HOLDS_TITLE	Admiral
305	baratheon	2	0	0	0	assault-on-dragonstone	DEFEATS	Baratheon
306	bastard-son	2	0	0	0	hizdahr-zo-loraq	PARENT_OF	Bastard son
307	black-ears	2	0	0	0	chella	SWORN_TO	Black Ears
308	child	2	0	0	0	osric-umber	PARENT_OF	Child (track_b: Issue)
309	commander-of-the-stalwart-shields	2	0	0	0	mollono-yos-dob	HOLDS_TITLE	Commander of the Stalwart Shields
310	deceased	2	0	0	0	albar-royce	PARENT_OF	Deceased
311	durrandon	2	0	0	0	battle-by-the-bloody-pool	DEFEATS	Durrandon
312	eldest-daughter	2	0	0	0	gerrick-kingsblood	PARENT_OF	Eldest daughter
313	faith-of-rhllor	2	0	0	0	melisandre	SWORN_TO	Faith of R'hllor
314	father-is-doran-martell	2	0	0	0	quentyn-martell	PARENT_OF	(reverse) Father is Doran Martell
315	four-daughters	2	0	0	0	mors-martell	PARENT_OF	Four daughters
316	four-sons	2	0	0	0	shella-whent	PARENT_OF	Four sons
317	four-wives	2	0	0	0	jommo	SPOUSE_OF	Four wives
318	greyjoy-victory	2	0	0	0	burning-of-the-lannister-fleet	DEFEATS	Greyjoy victory
319	gwayne-gardener	2	0	0	0	perceon-iii-gardener	SUCCEEDS	Gwayne Gardener
320	harmund-i-hoare	2	0	0	0	harmund-ii-hoare	SUCCEEDS	Harmund I Hoare
321	hogg-victory	2	0	0	0	burning-of-sows-horn	DEFEATS	Hogg victory
322	house-ball	2	0	0	0	quentyn-ball	SWORN_TO	House Ball
323	house-baratheon-of-storms-end	2	0	0	0	holy-hundred	SWORN_TO	House Baratheon of Storm's End (track_b: Allegiance)
324	house-chester	2	0	0	0	kerwin	SWORN_TO	House Chester
325	house-cupps	2	0	0	0	jon-cupps	SWORN_TO	House Cupps
326	house-fenn	2	0	0	0	wylla-fenn	SWORN_TO	House Fenn
327	house-harlaw-of-the-tower-of-glimmering	2	0	0	0	hotho-harlaw	SWORN_TO	House Harlaw of the Tower of Glimmering
328	house-hetherspoon	2	0	0	0	melara-hetherspoon	SWORN_TO	House Hetherspoon
329	house-lannister-of-casterly-rock	2	0	0	0	lancel-lannister	SWORN_TO	House Lannister of Casterly Rock
330	house-of-eraz	2	0	0	0	gorzhak-zo-eraz	SWORN_TO	House of Eraz
331	house-pendaerys	2	0	0	0	pereno-pendaerys	SWORN_TO	House Pendaerys
332	house-penny	2	0	0	0	corliss-penny	SWORN_TO	House Penny
333	house-qo	2	0	0	0	chatana-qo	SWORN_TO	House Qo
