rank	target_slug	edge_count	in_count	is_title	is_date	example_source	example_edge_type	example_target_text
42	dragons	1	32	0	0	dance-of-the-dragons	DEFEATS	dragons
43	fingers	5	31	0	0	petyr-baelish	BORN_AT	Fingers (track_b: Born)
44	flea-bottom	5	30	0	0	clayton-suggs	BORN_AT	Flea Bottom
45	faircastle	3	30	0	0	alester-wynch	DIED_AT	Faircastle (track_b: Died)
46	crypt-of-winterfell	14	29	0	0	barthogan-stark	BURIED_AT	Crypt of Winterfell
47	runestone	6	29	0	0	andar-royce	BORN_AT	Runestone
48	house-durrandon	5	29	0	0	argella-durrandon	SWORN_TO	House Durrandon
49	daznaks-pit	1	29	0	0	yurkhaz-zo-yunzak	DIED_AT	Daznak's Pit (track_b: Died)
50	ruby-ford	1	29	0	0	rhaegar-targaryen	DIED_AT	Ruby Ford (track_b: Died)
51	rhoynar	11	28	0	0	druselka	SWORN_TO	Rhoynar
52	lords-declarant	7	27	0	0	anya-waynwood	SWORN_TO	Lords Declarant
53	house-cerwyn	6	27	0	0	argelle-stark	SWORN_TO	House Cerwyn
54	jeyne-arryn	4	27	0	0	arnold-arryn	OPPOSES	Jeyne Arryn (wiki:Arnold_Arryn)
55	green-fork	3	27	0	0	conn	DIED_AT	Green Fork (track_b: Died)
56	bear-island	9	26	0	0	alysane-mormont	BORN_AT	Bear Island (track_b: Born)
57	giants-lance	4	26	0	0	artys-i-arryn	BORN_AT	Giant's Lance
58	silent-sisters	4	26	0	0	alysanne-osgrey	SWORN_TO	Silent Sisters
59	arlan-of-pennytree	1	26	0	0	chestnut	OWNS	Arlan of Pennytree
60	ship	1	26	0	0	quence	SWORN_TO	Ship
61	larys-strong	1	25	0	0	hour-of-the-wolf	DEFEATS	Larys Strong
62	house-gardener	10	24	0	0	alester-tyrell	SWORN_TO	House Gardener
63	stormcrows	7	24	0	0	daario-naharis	SWORN_TO	Stormcrows
64	oldstones	5	24	0	0	merrett-frey	DIED_AT	Oldstones (track_b: Died)
65	shipbreaker-bay	4	24	0	0	arrax	DIED_AT	Shipbreaker Bay (track_b: Died)
66	house-of-black-and-white	2	24	0	0	umma	SWORN_TO	House of Black and White
67	299-ac	1	24	0	1	house-bolton	OVERLORD_OF	299 AC (track_b: Overlords)
68	betrothal	1	24	0	0	lyonel-baratheons-rebellion	DEFEATS	Betrothal
69	house-hornwood	7	23	0	0	berena-hornwood	SWORN_TO	House Hornwood
70	house-dustin	6	23	0	0	barbrey-dustin	SWORN_TO	House Dustin
71	shield-islands	4	23	0	0	talbert-serry	DIED_AT	Shield Islands (track_b: Died)
72	marwyn	1	23	0	0	qyburn	RESPECTS	Marwyn
73	joffrey-i-baratheon	2	22	0	0	robert-i-baratheon	SUCCEEDS	Joffrey I Baratheon
74	hugh-hammer	1	22	0	0	vermithor	OWNS	Hugh Hammer
75	crag	8	21	0	0	eleyna-westerling	BORN_AT	Crag (track_b: Born)
76	stone-hedge	6	21	0	0	hendry-bracken	DIED_AT	Stone Hedge (track_b: Died)
77	vale	5	21	0	0	battle-in-the-waters-off-gulltown	DEFEATS	Vale
78	greyguard	1	21	0	0	jarl	DIED_AT	Greyguard (track_b: Died)
79	torrhens-square	4	20	0	0	helman-tallhart	BORN_AT	Torrhen's Square
80	aegonfort	1	20	0	0	house-targaryen	SEAT_OF	Aegonfort (track_b: Seats)
81	chequy-water	1	20	0	0	lucas-inchfield	DIED_AT	Chequy Water (track_b: Died)
82	greenblood	1	20	0	0	arys-oakheart	DIED_AT	Greenblood (track_b: Died)
83	northern-mountains	1	20	0	0	house-wull	SEAT_OF	Northern mountains
84	house-glover	13	19	0	0	benton-glover	SWORN_TO	House Glover
85	house-lothston	11	19	0	0	bastard-of-harrenhal	SWORN_TO	House Lothston
86	gift	5	19	0	0	sylas-the-grim	DIED_AT	Gift (track_b: Died)
87	cinnamon-wind	2	19	0	0	aemon-targaryen-son-of-maekar-i	DIED_AT	Cinnamon Wind
88	wise-masters	15	18	0	0	beastmaster	SWORN_TO	Wise Masters
89	helaena-targaryen	5	18	0	0	alicent-hightower	PARENT_OF	Helaena Targaryen
90	claw-isle	3	18	0	0	ardrian-celtigar	BORN_AT	Claw Isle (track_b: Born)
91	great-wyk	3	18	0	0	leo-costayne	DIED_AT	Great Wyk (track_b: Died)
92	tower-of-joy	1	18	0	0	roberts-rebellion	FIGHTS_IN	Tower of joy
93	quiet-isle	5	17	0	0	clement	SWORN_TO	Quiet Isle
94	andal-invasion	3	17	0	0	battle-of-the-seven-stars	FIGHTS_IN	Andal invasion
95	hellholt	2	17	0	0	rhaenys-targaryen	DIED_AT	Hellholt (track_b: Died)
96	long-night	1	17	0	0	battle-for-the-dawn	DEFEATS	Long Night
97	white-knife	1	17	0	0	chayle	BORN_AT	White Knife
98	lads	3	16	0	0	alysanne-blackwood	SWORN_TO	Lads
99	282-ac	1	16	0	1	house-baratheon	OVERLORD_OF	282 AC (track_b: Overlords)
100	basilisk-isles	1	16	0	0	tumco-lho	BORN_AT	Basilisk Isles (track_b: Born)
101	moon-of-the-three-kings	1	16	0	0	riot-of-kings-landing-dance-of-the-dragons	DEFEATS	Moon of the Three Kings
102	princes-pass	1	16	0	0	alester-oakheart	DIED_AT	Prince's Pass
103	house-botley	14	15	0	0	balon-botley	SWORN_TO	House Botley
104	house-connington	12	15	0	0	alyn-connington	SWORN_TO	House Connington
105	fairmarket	3	15	0	0	megette	DIED_AT	Fairmarket (track_b: Died)
106	hags-mire	3	15	0	0	chett	BORN_AT	Hag's Mire
107	gullet	2	15	0	0	jacaerys-velaryon	DIED_AT	Gullet (track_b: Died)
108	white-sword-tower	2	15	0	0	harlan-grandison	DIED_AT	White Sword Tower (track_b: Died)
109	300-ac	1	15	0	1	house-bolton	OVERLORD_OF	300 AC (track_b: Overlords)
110	andalos	1	15	0	0	willam-the-wasp	DIED_AT	Andalos (track_b: Died)
111	street-of-silk	1	15	0	0	jory-cassel	DIED_AT	Street of Silk (track_b: Died)
112	peach	7	14	0	0	alyce	SWORN_TO	Peach
113	pinkmaiden-castle	2	14	0	0	marq-piper	BORN_AT	Pinkmaiden Castle
114	shepherd	1	14	0	0	barefoot-lambs	SWORN_TO	Shepherd
115	water-gardens	1	14	0	0	nate	LOCATED_AT	Water Gardens
116	house-royce	26	13	0	0	alayne-royce	SWORN_TO	House Royce
117	harlaw	8	13	0	0	alannys-harlaw	BORN_AT	Harlaw
118	skirling-pass	4	13	0	0	dalbridge	DIED_AT	Skirling Pass
119	honeywine	3	13	0	0	owen-costayne	DIED_AT	Honeywine (track_b: Died)
120	battle-of-ashford	1	13	0	0	roberts-rebellion	FIGHTS_IN	Battle of Ashford
121	queenscrown	1	13	0	0	del	DIED_AT	Queenscrown (track_b: Died)
122	three-eyed-crow	1	13	0	0	coldhands	SWORN_TO	Three-eyed crow
123	bridge-of-skulls	3	12	0	0	aladale-wynch	DIED_AT	Bridge of Skulls (track_b: Died)
124	pirates	2	12	0	0	korra	SWORN_TO	Pirates
125	stony-shore	2	12	0	0	benfred-tallhart	DIED_AT	Stony Shore (track_b: Died)
126	elephant	1	12	0	0	trianna	SWORN_TO	Elephant
127	redgrass-field	11	11	0	0	addam-osgrey	DIED_AT	Redgrass Field (track_b: Died)
128	house-harroway	6	11	0	0	alys-harroway	SWORN_TO	House Harroway
129	chatayas-brothel	5	11	0	0	alayaya	SWORN_TO	Chataya's brothel
130	good-masters	4	11	0	0	grazdan-fat-one	SWORN_TO	Good Masters
131	pennytree	4	11	0	0	harsley	DIED_AT	Pennytree (track_b: Died)
132	evenfall-hall	3	11	0	0	brienne-tarth	BORN_AT	Evenfall Hall (track_b: Born)
133	pureborn	3	11	0	0	egon-emeros	SWORN_TO	Pureborn
134	lyonel-strong	2	11	0	0	alys-rivers	PARENT_OF	Lyonel Strong (track_b: Father)
135	vulture-hunt	2	11	0	0	davos-baratheon	FIGHTS_IN	Vulture Hunt
136	bloodstone	1	11	0	0	jason-lannister-son-of-gerold	DIED_AT	Bloodstone
137	dosh-khaleen	1	11	0	0	one-eyed-crone	SWORN_TO	Dosh khaleen
138	house-estermont	10	10	0	0	aemon-estermont	SWORN_TO	House Estermont
139	happy-port	5	10	0	0	assadora	SWORN_TO	Happy Port
140	kings-men	5	10	0	0	andrew-estermont	SWORN_TO	King's men
141	house-norrey	4	10	0	0	arra-norrey	SWORN_TO	House Norrey
142	old-oak	3	10	0	0	arys-oakheart	BORN_AT	Old Oak (track_b: Born)
143	submission-of-sunspear	1	10	0	0	conquest-of-dorne	FIGHTS_IN	Submission of Sunspear
144	house-farman	12	9	0	0	alysanne-farman	SWORN_TO	House Farman
145	house-crakehall	10	9	0	0	amarei-crakehall	SWORN_TO	House Crakehall
146	house-flint-of-the-mountains	3	9	0	0	artos-flint	SWORN_TO	House Flint of the mountains
147	ibben	1	9	0	0	assadora	BORN_AT	Ibben
148	king-s-landing	1	9	0	0	bramm-of-blackhull	DIED_AT	King’s Landing (track_b: Died)
149	kings-of-the-reach	1	9	0	0	order-of-the-green-hand	SWORN_TO	Kings of the Reach
150	vaith	1	9	0	0	house-vaith	SEAT_OF	Vaith
151	house-harlaw	12	8	0	0	alannys-harlaw	SWORN_TO	House Harlaw
152	house-butterwell	11	8	0	0	alton-butterwell	SWORN_TO	House Butterwell
153	house-caswell	9	8	0	0	armond-caswell	SWORN_TO	House Caswell
154	house-morrigen	7	8	0	0	damon-morrigen	SWORN_TO	House Morrigen
155	tommen-i-baratheon	6	8	0	0	boots	OWNS	Tommen I Baratheon
156	house-lannister-of-lannisport	5	8	0	0	ella-lannister	SWORN_TO	House Lannister of Lannisport
157	hammerhorn	4	8	0	0	gormond-goodbrother	BORN_AT	Hammerhorn (track_b: Born)
158	house-goodbrook	4	8	0	0	garse-goodbrook	SWORN_TO	House Goodbrook
159	stonehelm	4	8	0	0	balon-swann	BORN_AT	Stonehelm
160	quill-and-tankard	2	8	0	0	emma	SWORN_TO	Quill and Tankard
161	sweetsister	2	8	0	0	godric-borrell	BORN_AT	Sweetsister
162	battle-of-the-red-fork	1	8	0	0	daven-lannister	FIGHTS_IN	Battle of the Red Fork
163	bay-of-ice	1	8	0	0	house-wull	SEAT_OF	Bay of Ice
164	dragonmont	1	8	0	0	sunfyre	BORN_AT	Dragonmont (track_b: Born)
165	frozen-shore	1	8	0	0	great-walrus	BORN_AT	Frozen Shore
166	gate-of-the-gods	1	8	0	0	lucas-leygood	DIED_AT	Gate of the Gods (track_b: Died)
167	house-casterly	1	8	0	0	corlos	SWORN_TO	House Casterly
168	kingdom-of-sarnor	1	8	0	0	huzhor-amai	SWORN_TO	Kingdom of Sarnor
169	luthor-largent	1	8	0	0	house-largent	FOUNDED	Luthor Largent
170	sandstone	1	8	0	0	house-qorgyle	SEAT_OF	Sandstone
171	the-gate	1	8	0	0	izembaro	SWORN_TO	The Gate
172	undying-ones	1	8	0	0	pyat-pree	SWORN_TO	Undying Ones
173	winter-town	1	8	0	0	kyra	BORN_AT	winter town
174	stone-crows	10	7	0	0	conn	SWORN_TO	Stone Crows
175	house-costayne	9	7	0	0	aemon-costayne	SWORN_TO	House Costayne
176	house-drumm	9	7	0	0	andrik-the-unsmiling	SWORN_TO	House Drumm
177	house-dondarrion	8	7	0	0	bastard-of-blackhaven	SWORN_TO	House Dondarrion
178	house-locke	6	7	0	0	donnel-locke	SWORN_TO	House Locke
179	house-liddle	5	7	0	0	duncan-liddle	SWORN_TO	House Liddle
180	house-flint	3	7	0	0	byam-flint	SWORN_TO	House Flint
181	mummers-ford	3	7	0	0	gladden-wylde	DIED_AT	Mummer's Ford (track_b: Died)
182	oakenshield	3	7	0	0	glendon-hewett	BORN_AT	Oakenshield
183	iron-bank	1	7	0	0	bessaro-reyaan	SWORN_TO	Iron Bank
184	lady-of-coldmoat	1	7	1	0	rohanne-webber	HOLDS_TITLE	Lady of Coldmoat
185	lhazar	1	7	0	0	red-lamb	BORN_AT	Lhazar
186	magnar	1	7	0	0	house-thenn	RULES	Magnar
187	pact	1	7	0	0	coming-of-the-andals	DEFEATS	Pact
188	qarl-correy	1	7	0	0	laenor-velaryon	LOVER_OF	Qarl Correy
189	sabitha-frey	1	7	0	0	alysanne-blackwood	LOVER_OF	Sabitha Frey (track_b: Lover)
190	shavepates	1	7	0	0	skahaz-mo-kandaq	SWORN_TO	Shavepates
191	house-clegane	14	6	0	0	chiswyck	SWORN_TO	House Clegane
192	house-frey-of-riverrun	9	6	0	0	emmon-frey	SWORN_TO	House Frey of Riverrun
193	lord-paramount-of-the-mander	8	6	1	0	bertrand-tyrell	HOLDS_TITLE	Lord Paramount of the Mander
194	teats	6	6	0	0	damon-teague	DIED_AT	Teats (track_b: Died)
195	house-fossoway-of-cider-hall	5	6	0	0	bryan-fossoway	SWORN_TO	House Fossoway of Cider Hall
196	house-lannister-of-darry	5	6	0	0	amerei-frey	SWORN_TO	House Lannister of Darry
197	great-masters	4	6	0	0	marghaz-zo-loraq	SWORN_TO	Great Masters
198	wendwater	4	6	0	0	daemon-iii-blackfyre	DIED_AT	Wendwater (track_b: Died)
199	bastards-boys	3	6	0	0	grunt	SWORN_TO	Bastard's Boys
200	house-fossoway	3	6	0	0	derrick-fossoway	SWORN_TO	House Fossoway
201	whispering-wood	3	6	0	0	daryn-hornwood	DIED_AT	Whispering Wood (track_b: Died)
202	weeping-water	2	6	0	0	argos-sevenstar	DIED_AT	Weeping Water
203	greyshield	1	6	0	0	house-grimm	SEAT_OF	Greyshield (track_b: Seat)
204	high-council-of-the-triarchy	1	6	1	0	triarchy	RULES	High Council of the Triarchy
205	lord-hewetts-castle	1	6	0	0	house-hewett	SEAT_OF	Lord Hewett's castle (track_b: Seat)
206	rain-house	1	6	0	0	house-wylde	SEAT_OF	Rain House
207	rhoynish-wars	1	6	0	0	second-spice-war	FIGHTS_IN	Rhoynish Wars
208	seven-swords	1	6	0	0	darke-seven-swords	SWORN_TO	Seven Swords
209	southshield	1	6	0	0	house-serry	SEAT_OF	Southshield (track_b: Seat)
210	valyrian-peninsula	1	6	0	0	aurion	DIED_AT	Valyrian peninsula (track_b: Died)
211	velvet-hills	1	6	0	0	willam-the-wasp	DIED_AT	Velvet Hills (track_b: Died)
212	wedding-of-aegon-iii-targaryen-and-jaehaera-targaryen	1	6	0	0	dance-of-the-dragons	DEFEATS	Wedding of Aegon III Targaryen and Jaehaera Targaryen
213	yunkish	1	6	0	0	crunch	DIED_AT	Yunkish (track_b: Died)
214	house-beesbury	12	5	0	0	alan-beesbury	SWORN_TO	House Beesbury
215	house-hunter	8	5	0	0	alec-hunter	SWORN_TO	House Hunter
216	house-fell	5	5	0	0	harwood-fell	SWORN_TO	House Fell
217	rills	4	5	0	0	barbrey-dustin	BORN_AT	Rills (track_b: Born)
218	artys-arryn	3	5	0	0	robar-ii-royce	SUCCEEDS	Artys Arryn
219	drowned-men	3	5	0	0	emmond	SWORN_TO	Drowned men
220	house-coldwater	2	5	0	0	ben-coldwater	SWORN_TO	House Coldwater
221	house-errol	2	5	0	0	sebastion-errol	SWORN_TO	House Errol
222	maidens-men	2	5	0	0	orryn-baratheon	SWORN_TO	Maiden's Men
223	temple-of-trade	2	5	0	0	lysaro-rogare	DIED_AT	Temple of Trade (track_b: Died)
224	wolf-pack	2	5	0	0	hallis-hornwood	SWORN_TO	Wolf Pack
225	alequo-adarys	1	5	0	0	sack-of-tyrosh	DEFEATS	Alequo Adarys
226	battle-of-stonebridge	1	5	0	0	faith-militant-uprising	FIGHTS_IN	Battle of Stonebridge
227	breakwater	1	5	0	0	house-borrell	SEAT_OF	Breakwater
228	gulf-of-grief	1	5	0	0	captain-of-the-selaesori-qhoran	DIED_AT	Gulf of Grief (track_b: Died)
229	house-greystark	1	5	0	0	house-stark	CADET_BRANCH_OF	House Greystark (track_b: Cadet branches)
230	long-lances	1	5	0	0	gylo-rhegan	SWORN_TO	Long Lances
231	plaza-of-punishment	1	5	0	0	kraznys-mo-nakloz	DIED_AT	Plaza of Punishment (track_b: Died)
232	house-goodbrother	11	4	0	0	arthur-goodbrother	SWORN_TO	House Goodbrother
233	house-brax	10	4	0	0	andros-brax	SWORN_TO	House Brax
234	uplands	4	4	0	0	blackshield	BORN_AT	Uplands
235	elephants	3	4	0	0	doniphos-paenymion	SWORN_TO	Elephants
236	last-greenseer	3	4	0	0	ash	SWORN_TO	last greenseer
237	long-lake	2	4	0	0	raymun-redbeard	DIED_AT	Long Lake (track_b: Died)
238	skyreach	2	4	0	0	franklyn-fowler	BORN_AT	Skyreach
239	stalwart-shields	2	4	0	0	mollono-yos-dob	SWORN_TO	Stalwart Shields
240	tiger	2	4	0	0	horonno	SWORN_TO	Tiger
241	urrathon-iv-goodbrother	2	4	0	0	torgon-greyiron	SUCCEEDS	Urrathon IV Goodbrother
242	wayfarers-rest	2	4	0	0	karyl-vance	BORN_AT	Wayfarer's Rest
243	amos-bracken	1	4	0	0	humfrey-bracken	PARENT_OF	Amos Bracken
244	axe	1	4	0	0	house-celtigar	ANCESTRAL_WEAPON_OF	axe
245	battle-at-the-mander	1	4	0	0	roberts-rebellion	FIGHTS_IN	Battle at the Mander
246	battle-of-the-green-fork	1	4	0	0	bronn	FIGHTS_IN	Battle of the Green Fork
247	battle-of-the-whispering-wood	1	4	0	0	jaime-lannister	FIGHTS_IN	Battle of the Whispering Wood
248	crows-nest	1	4	0	0	guyard-morrigen	BORN_AT	Crow's Nest (track_b: Born)
249	gerold-iii-lannister	1	4	0	0	joffrey-lannister	SUCCEEDS	Gerold III Lannister
250	grimston	1	4	0	0	house-grimm	SEAT_OF	Grimston (track_b: Seat)
251	guildhall-of-the-alchemists	1	4	0	0	alchemists-guild	SEAT_OF	Guildhall of the Alchemists
252	high-hermitage	1	4	1	0	house-dayne-of-high-hermitage	SEAT_OF	High Hermitage
253	house-bolton-of-winterfell	1	4	0	0	ramsay-snow	SWORN_TO	House Bolton of Winterfell
254	house-cole	1	4	0	0	criston-cole	SWORN_TO	House Cole
255	house-foote-of-nightsong	1	4	0	0	philip-foote	SWORN_TO	House Foote of Nightsong
256	lichyard	1	4	0	0	mikken	BURIED_AT	lichyard
257	mothers-men	1	4	0	0	marselen	SWORN_TO	Mother's Men
258	pussywillows	1	4	0	0	penny-jenny	SWORN_TO	Pussywillows
259	pyntos	1	4	0	0	pynto	SWORN_TO	Pynto's
260	sea-dragon-point	1	4	0	0	warg-king	DIED_AT	Sea Dragon Point
261	thirteen	1	4	0	0	xaro-xhoan-daxos	SWORN_TO	Thirteen
262	tor	1	4	0	0	house-jordayne	SEAT_OF	Tor
263	tumblers-falls	1	4	0	0	morgan-dunstable	BORN_AT	Tumbler's Falls
264	house-buckler	5	3	0	0	brus-buckler	SWORN_TO	House Buckler
265	harmund-iii-hoare	4	3	0	0	hagon-hoare	SUCCEEDS	Harmund III Hoare
266	moon-brothers	4	3	0	0	calor	SWORN_TO	Moon Brothers
267	bronzegate	3	3	0	0	argilac-durrandon	DIED_AT	Bronzegate (track_b: Died)
268	graces	3	3	0	0	ezzara	SWORN_TO	Graces
269	house-fossoway-of-new-barrel	3	3	0	0	janna-fossoway	SWORN_TO	House Fossoway of New Barrel
270	house-of-pahl	3	3	0	0	ben-plumm	SWORN_TO	House of Pahl (track_b: Allegiances)
271	red-lake	3	3	0	0	lancel-iv-lannister	DIED_AT	Red Lake
272	burned-men	2	3	0	0	timett-father	SWORN_TO	Burned Men
273	acorn-water	1	3	0	0	millers-wife-from-acorn-water	DIED_AT	Acorn Water
274	free-company	1	3	0	0	howard-bullock	SWORN_TO	Free Company
275	gallant-men	1	3	0	0	osmund-kettleblack	SWORN_TO	Gallant Men (track_b: Allegiances)
276	harras-hoare	1	3	0	0	rognar-ii-greyiron	SUCCEEDS	Harras Hoare
277	honeyholt	1	3	0	0	morgan-hightower	DIED_AT	Honeyholt (track_b: Died)
278	house-long	1	3	0	0	gareth-long	SWORN_TO	House Long
279	lord-hightower	1	3	0	0	ormund-hightower	PARENT_OF	Lord Hightower
280	oakenseat	1	3	0	0	anarchy-in-the-reach	DEFEATS	Oakenseat
281	old-palace	1	3	0	0	house-martell	SEAT_OF	Old Palace
282	shrykos	1	3	0	0	riot-of-kings-landing-dance-of-the-dragons	DEFEATS	Shrykos
283	wild-hares	1	3	0	0	benfred-tallhart	SWORN_TO	Wild Hares
284	house-bulwer	9	2	0	0	alysanne-bulwer	SWORN_TO	House Bulwer
285	house-crane	8	2	0	0	ellard-crane	SWORN_TO	House Crane
286	house-ambrose	7	2	0	0	aegon-ambrose	SWORN_TO	House Ambrose
287	conflict-beyond-the-wall	6	2	0	0	attack-on-castle-black	FIGHTS_IN	Conflict beyond the Wall
288	house-deddings	5	2	0	0	darla-deddings	SWORN_TO	House Deddings
289	house-redbeard	5	2	0	0	gerrick-kingsblood	SWORN_TO	House Redbeard
290	house-charlton	4	2	0	0	andrey-charlton	SWORN_TO	House Charlton
291	house-codd	4	2	0	0	dagon-codd	SWORN_TO	House Codd
292	cornfield	3	2	0	0	addison-hill	BORN_AT	Cornfield
293	great-hall	3	2	0	0	aerys-ii-targaryen	DIED_AT	Great Hall (track_b: Died)
294	house-blackbar	3	2	0	0	elwood-blackbar	SWORN_TO	House Blackbar
295	house-mertyns	3	2	0	0	jon-mertyns	SWORN_TO	House Mertyns
296	lemonwood	3	2	0	0	andrey-dalt	BORN_AT	Lemonwood
297	redfort	3	2	0	0	horton-redfort	BORN_AT	Redfort
298	saan-family	3	2	0	0	saathos-saan	SWORN_TO	Saan family
299	harvest-hall	2	2	0	0	barristan-selmy	BORN_AT	Harvest Hall (track_b: Born)
300	house-burley	2	2	0	0	billy-burley	SWORN_TO	House Burley (track_b: Allegiances)
301	house-cuy	2	2	0	0	branston-cuy	SWORN_TO	House Cuy
302	house-flint-of-flints-finger	2	2	0	0	blind-lord	SWORN_TO	House Flint of Flint's Finger (track_b: Allegiance)
303	house-flint-of-widows-watch	2	2	0	0	lyessa-flint	SWORN_TO	House Flint of Widow's Watch
304	house-jast	2	2	0	0	antario-jast	SWORN_TO	House Jast
305	spottswood	2	2	0	0	sylva-santagar	BORN_AT	Spottswood (track_b: Born)
306	stormbreakers	2	2	0	0	oscar-tully	HOLDS_TITLE	Stormbreakers
307	aubrey-crakehall	1	2	0	0	hagon-hoare	SUCCEEDS	Aubrey Crakehall
308	daemon-blackfyre	1	2	0	0	house-blackfyre	FOUNDED	Daemon Blackfyre
309	garth-x-gardener	1	2	0	0	anarchy-in-the-reach	DEFEATS	Garth X Gardener
310	house-broom	1	2	0	0	benedict-broom	SWORN_TO	House Broom
311	house-doggett	1	2	0	0	joffrey-doggett	SWORN_TO	House Doggett
312	house-falwell	1	2	0	0	rupert-falwell	SWORN_TO	House Falwell
313	house-kyndall	1	2	0	0	teora-kyndall	SWORN_TO	House Kyndall
314	house-of-kandaq	1	2	0	0	skahaz-mo-kandaq	SWORN_TO	House of Kandaq
315	iron-shields	1	2	0	0	tattered-prince	SWORN_TO	Iron Shields (track_b: Allegiances)
316	joffrey-lonmouth	1	2	0	0	laenor-velaryon	LOVER_OF	Joffrey Lonmouth
317	kingdom-of-the-three-daughters	1	2	0	0	racallio-ryndoon	SWORN_TO	Kingdom of the Three Daughters
318	littlesister	1	2	0	0	house-torrent	SEAT_OF	Littlesister
319	lord-lychesters-keep	1	2	0	0	house-lychester	SEAT_OF	Lord Lychester's keep
320	plains-of-the-jogos-nhai	1	2	0	0	zhea	BORN_AT	Plains of the Jogos Nhai
321	silent-sister	1	2	0	0	maris-baratheon	HOLDS_TITLE	Silent sister
322	slate	1	2	0	0	house-slate	RULES	Slate
323	weirwood-alliance	1	2	0	0	battle-at-black-bog	DEFEATS	Weirwood Alliance
324	lannister	15	1	0	0	battle-at-the-mummers-ford	DEFEATS	Lannister
325	house-of-loraq	11	1	0	0	belaquo-bonebreaker	SWORN_TO	House of Loraq
326	cerelle-lannister	6	1	0	0	gerold-lannister	SUCCEEDS	Cerelle Lannister
327	house-grandison	6	1	0	0	harlan-grandison	SWORN_TO	House Grandison
328	house-haigh	6	1	0	0	alyn-haigh	SWORN_TO	House Haigh
329	house-of-galare	5	1	0	0	elza	SWORN_TO	House of Galare
330	the-vale	5	1	0	0	roland-i-arryn	DIED_AT	the Vale
