# 586 existing distinct edges touching the frey-pies-gnc core node-set
davos-seaworth	VICTIM_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
davos-seaworth	VICTIM_IN	wyman-publicly-orders-davos-execution	T1
davos-seaworth-captured	LOCATED_AT	white-harbor	T1
desmond-grell	PARTICIPATES_IN	siege-of-riverrun	T1
desmond-manderly	DIED_AT	white-harbor	T2
desmond-manderly	SWORN_TO	house-manderly	T2
donella-hornwood	SPOUSE_OF	ramsay-snow	T2
donella-hornwood	SWORN_TO	house-manderly	T2
dunstonbury	SEAT_OF	house-manderly	T2
eddard-stark	PARENT_OF	rickon-stark	T2
eddard-stark	PARENT_OF	robb-stark	T1
edmure-taken-hostage-at-the-twins	ENABLES	siege-of-riverrun	T1
edmure-taken-hostage-at-the-twins	SUB_BEAT_OF	red-wedding	T1
edmure-tully	RESENTS	robb-stark	T1
edmure-tully	VICTIM_IN	siege-of-riverrun	T1
edwyn-frey	AGENT_IN	red-wedding	T1
edwyn-frey	PARTICIPATES_IN	siege-of-riverrun	T1
elmar-frey	SERVES	roose-bolton	T1
emmon-frey	PARTICIPATES_IN	siege-of-riverrun	T1
execution-of-davos-lookalike-at-white-harbor	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
execution-of-eddard-stark	MOTIVATES	robb-stark	T2
fight-by-deepwood-motte	ENABLES	stannis-march-on-winterfell	T2
frey-witnesses-attest-davos-dead-at-small-council	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
galbart-glover	SERVES	robb-stark	T1
garth-wolfs-den	SWORN_TO	house-manderly	T2
gilliane-glover	SPOUSE_OF	rickon-stark	T2
godric-borrell	IMPRISONS	davos-seaworth	T1
grey-wind	BONDED_TO	rickon-stark	T1
grey-wind	BONDED_TO	robb-stark	T1
grey-wind	COMPANION_OF	robb-stark	T1
grey-wind	PROTECTS	robb-stark	T1
grey-wind-killed-at-the-twins	SUB_BEAT_OF	red-wedding	T1
grunt	SERVES	roose-bolton	T1
harwood-stout	FEARS	ramsay-snow	T1
heriston	SWORN_TO	house-manderly	T2
hornwood	NEGOTIATES_WITH	robb-stark	T1
hornwood	OPPOSES	ramsay-snow	T1
hosteen-frey	COMMANDS	roose-bolton	T1
hosteen-frey	DISTRUSTS	wyman-manderly	T1
hosteen-frey	HATES	wyman-manderly	T1
hother-umber	OPPOSES	wyman-manderly	T1
hother-umber	TRAVELS_WITH	ramsay-snow	T1
house-bolton	OVERLORD_OF	house-manderly	T2
house-florent	AGENT_IN	ser-axell-florent-arrests-davos	T2
house-frey	AGENT_IN	ser-wendel-manderly-is-killed	T2
house-frey	GUEST_OF	roose-bolton	T1
house-frey	GUEST_OF	wyman-manderly	T1
house-frey	VIOLATES_GUEST_RIGHT	robb-stark	T1
house-manderly	AGENT_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
house-manderly	HOLDS_TITLE	defender-of-the-dispossessed	T2
house-manderly	HOLDS_TITLE	knight	T2
house-manderly	HOLDS_TITLE	lord-of-dunstonbury	T2
house-manderly	HOLDS_TITLE	lord-of-white-harbor	T2
house-manderly	HOLDS_TITLE	shield-of-the-faith	T2
house-manderly	HOLDS_TITLE	warden-of-the-white-knife	T2
house-manderly	REGION_OF	north	T2
house-manderly	REGION_OF	reach	T2
house-stark	OVERLORD_OF	house-manderly	T2
imry-florent	DISTRUSTS	davos-seaworth	T1
iron-throne	AGENT_IN	learning-about-manderly-s-hostage	T2
iron-throne	PRISONER_OF	wylis-manderly	T1
jaime-lannister	COMMANDS_IN	siege-of-riverrun	T1
jaime-lannister	GUEST_OF	roose-bolton	T1
jaime-lannister	OPPOSES	robb-stark	T1
jaime-lannister	PRISONER_OF	robb-stark	T1
jaime-lannister	RESPECTS	roose-bolton	T1
jaime-orders-siege-equipment-and-gallows-burned	SUB_BEAT_OF	siege-of-riverrun	T2
jared-frey	OPPOSES	davos-seaworth	T1
jessamyn-manderly	SWORN_TO	house-manderly	T2
jeyne-manderly	SPOUSE_OF	rickon-stark	T2
jeyne-manderly	SWORN_TO	house-manderly	T2
jeyne-poole	FEARS	ramsay-snow	T1
jeyne-westerling	MOURNS	robb-stark	T1
jeyne-westerling	PARTICIPATES_IN	siege-of-riverrun	T1
jeyne-westerling	SPOUSE_OF	robb-stark	T1
joffrey-baratheon	HATES	robb-stark	T1
joffrey-baratheon	OPPOSES	robb-stark	T1
jon-snow	COMPANION_OF	robb-stark	T1
jon-snow	CONTRASTS	robb-stark	T1
jon-snow	DISTRUSTS	roose-bolton	T1
jon-snow	DREAMS_OF	robb-stark	T1
jon-snow	HEIR_TO	robb-stark	T2
jon-snow	LOVES	rickon-stark	T1
jon-snow	LOVES	robb-stark	T1
jon-snow	MOURNS	rickon-stark	T1
jon-snow	MOURNS	robb-stark	T1
jon-snow	PARALLELS	robb-stark	T1
jon-snow	SIBLING_OF	robb-stark	T1
jon-snow	TRUSTS	robb-stark	T1
jon-umber	COMMANDS	robb-stark	T1
jon-umber	SERVES	robb-stark	T1
jon-umber	SWORN_TO	robb-stark	T1
jon-umber	VICTIM_IN	red-wedding	T1
jon-umber-son-of-jon	PROTECTS	robb-stark	T1
khorane-sathmantes	RESCUES	davos-seaworth	T1
lamprey	GUARDS	davos-seaworth	T1
leona-woolfield	FEARS	wylis-manderly	T1
leona-woolfield	IN_LAW_OF	wyman-manderly	T1
leona-woolfield	SPOUSE_OF	wylis-manderly	T2
leona-woolfield	SWORN_TO	house-manderly	T2
little-matt	SERVES	ramsay-snow	T1
lord-walder-calls-for-the-bedding	SUB_BEAT_OF	red-wedding	T2
lothar-frey	COMMANDS_IN	red-wedding	T1
lothar-frey	CONSPIRES_WITH	roose-bolton	T1
lothar-frey	GUEST_OF	robb-stark	T1
lysa-locke	PARENT_OF	rickon-stark	T2
maege-mormont	RESPECTS	robb-stark	T1
mara-manderly	SWORN_TO	house-manderly	T2
marlon-manderly	AGENT_IN	wyman-publicly-orders-davos-execution	T1
marlon-manderly	BORN_AT	white-harbor	T2
marlon-manderly	COUSIN_OF	wyman-manderly	T1
marlon-manderly	SWORN_TO	house-manderly	T2
medrick-manderly	DIED_AT	white-harbor	T2
medrick-manderly	SWORN_TO	house-manderly	T2
meera	PROTECTS	rickon-stark	T1
melisandre	DISTRUSTS	davos-seaworth	T1
melisandre	OPPOSES	davos-seaworth	T1
melisandre	PROTECTS	davos-seaworth	T1
merrett-frey	ATTENDS	red-wedding	T1
millers-wife	PARENT_OF	ramsay-snow	T2
mushroom	SWORN_TO	house-manderly	T2
myriame-manderly	SWORN_TO	house-manderly	T2
new-castle	SEAT_OF	house-manderly	T2
nights-watch	GUEST_OF	robb-stark	T1
olyvar-frey	SERVES	robb-stark	T1
osha	PROTECTS	rickon-stark	T1
osha	SERVES	robb-stark	T1
osha	TRAVELS_WITH	rickon-stark	T1
perwyn-frey	GUEST_OF	robb-stark	T1
porridge	GUARDS	davos-seaworth	T1
pylos	HEALS	davos-seaworth	T1
ramsay-snow	AGENT_IN	breaking-of-theon-greyjoy	T1
ramsay-snow	AGENT_IN	sack-of-winterfell	T1
ramsay-snow	AGENT_IN	wedding-of-ramsay-bolton-and-arya-stark	T1
ramsay-snow	ALLIES_WITH	hother-umber	T1
ramsay-snow	BETROTHED_TO	arya-stark	T1
ramsay-snow	BETROTHED_TO	jeyne-poole	T1
ramsay-snow	BORN_AT	north	T2
ramsay-snow	CLAIMS	house-stark	T1
ramsay-snow	COMMANDS	damon-dance-for-me	T1
ramsay-snow	COMMANDS_IN	bolton-banner-raised-prisoners-killed	T1
ramsay-snow	COMMANDS_IN	bolton-forces-attack	T1
ramsay-snow	CULTURE_OF	northmen	T2
ramsay-snow	DECEIVES	theon-greyjoy	T1
ramsay-snow	FOUNDED	house-bolton-of-winterfell	T2
ramsay-snow	GUEST_OF	harwood-stout	T1
ramsay-snow	HEIR_TO	house-bolton	T2
ramsay-snow	HEIR_TO	lord-of-the-dreadfort	T2
ramsay-snow	HEIR_TO	roose-bolton	T1
ramsay-snow	HOLDS_TITLE	castellan	T2
ramsay-snow	HOLDS_TITLE	lord-of-the-hornwood	T2
ramsay-snow	HOLDS_TITLE	lord-of-winterfell	T2
ramsay-snow	IMPERSONATES	reek	T1
ramsay-snow	KILLS	hornwood	T1
ramsay-snow	KILLS	kyra	T1
ramsay-snow	OPPOSES	jon-snow	T1
ramsay-snow	OWNS	alison	T2
ramsay-snow	OWNS	blood-horse	T2
ramsay-snow	OWNS	grey-jeyne	T2
ramsay-snow	OWNS	jez	T2
ramsay-snow	OWNS	maude	T2
ramsay-snow	OWNS	red-jeyne	T2
ramsay-snow	OWNS	sara	T2
ramsay-snow	OWNS	yellow-dick	T1
ramsay-snow	RESENTS	roose-bolton	T1
ramsay-snow	RULES	house-bolton-of-winterfell	T2
ramsay-snow	RULES	house-hornwood	T2
ramsay-snow	RULES	winterfell	T2
ramsay-snow	SPOUSE_OF	arya-stark	T1
ramsay-snow	SPOUSE_OF	jeyne-poole	T1
ramsay-snow	SWORN_TO	house-bolton-of-winterfell	T2
ramsay-snow	SWORN_TO	house-greyjoy	T2
ramsay-snow	TORTURES	jeyne-poole	T1
ramsay-snow	TORTURES	theon-greyjoy	T1
ramsay-snow	VIOLATES_GUEST_RIGHT	hornwood	T1
ramsay-snow	VIOLATES_GUEST_RIGHT	kyra	T1
rat-cook	SWORN_TO	nights-watch	T2
red-wedding	CAUSES	roose-named-warden-of-the-north	T2
red-wedding	ENABLES	siege-of-riverrun	T2
red-wedding	MOTIVATES	catelyn-stark	T1
red-wedding	PART_OF	war-of-the-five-kings	T2
red-wedding	PRECEDES	purple-wedding	T3
red-wedding-conspiracy	CAUSES	red-wedding	T2
red-wedding-revealed	SUB_BEAT_OF	red-wedding	T1
rhaegar-targaryen	GUEST_OF	wyman-manderly	T1
rickard-karstark	OPPOSES	robb-stark	T1
rickard-karstark	SWORN_TO	robb-stark	T1
rickon-stark	BONDED_TO	shaggydog	T1
rickon-stark	BORN_AT	north	T2
rickon-stark	BORN_AT	winterfell	T2
rickon-stark	COMPANION_OF	hodor	T1
rickon-stark	CULTURE_OF	northmen	T2
rickon-stark	GUEST_OF	winterfell	T1
rickon-stark	HEIR_TO	house-stark	T2
rickon-stark	HOLDS_TITLE	prince	T2
rickon-stark	LOVES	catelyn-stark	T1
rickon-stark	MOURNS	eddard-stark	T1
rickon-stark	MOURNS	robb-stark	T1
rickon-stark	OPPOSES	luwin	T1
rickon-stark	OWNS	shaggydog	T2
rickon-stark	PARENT_OF	cregan-stark	T2
rickon-stark	PARENT_OF	sansa-stark-daughter-of-rickon	T2
rickon-stark	PARENT_OF	sara-snow	T2
rickon-stark	PARENT_OF	serena-stark	T2
rickon-stark	SIBLING_OF	robb-stark	T1
rickon-stark	SWORN_TO	house-stark	T2
rickon-stark	VICTIM_IN	bran-and-rickon-survive-the-sack-in-the-crypts	T1
rickon-stark	VICTIM_IN	bran-s-party-splits-from-rickon	T1
rickon-stark	VICTIM_IN	cersei-reacts-to-the-stark-boys-deaths	T2
rickon-stark	VICTIM_IN	theon-fakes-the-deaths-of-bran-and-rickon	T1
rickon-stark	VICTIM_IN	trail-followed-north-northwest	T2
robb-is-killed	SUB_BEAT_OF	red-wedding	T1
robb-receives-false-news-of-brans-death	MOTIVATES	robb-stark	T2
robb-stark	AGENT_IN	execution-of-rickard-karstark	T1
robb-stark	AGENT_IN	messenger-details-the-battle	T1
robb-stark	AGENT_IN	robb-proclaimed-king-in-the-north	T1
robb-stark	AGENT_IN	robb-returns-and-attacks	T1
robb-stark	AGENT_IN	robb-weds-jeyne-westerling	T1
robb-stark	AGENT_IN	the-ambush-begins	T1
robb-stark	ALLIES_WITH	house-frey	T1
robb-stark	ALLIES_WITH	theon-greyjoy	T1
robb-stark	BETROTHED_TO	myrcella-baratheon	T1
robb-stark	BONDED_TO	grey-wind	T1
robb-stark	BORN_AT	riverrun	T2
robb-stark	BREAKS_VOW	house-frey	T1
robb-stark	COMMANDS	catelyn-stark	T1
robb-stark	COMMANDS	grey-wind	T1
robb-stark	COMMANDS	roose-bolton	T1
robb-stark	COMMANDS	theon-greyjoy	T1
robb-stark	COMMANDS_IN	battle-of-oxcross	T2
robb-stark	COMMANDS_IN	battle-of-the-camps	T2
robb-stark	COMMANDS_IN	prisoners-brought-before-robb	T2
robb-stark	COMPANION_OF	grey-wind	T1
robb-stark	COMPANION_OF	theon-greyjoy	T1
robb-stark	CONTRACTED_WITH	walder-frey	T1
robb-stark	DIED_AT	twins	T2
robb-stark	DISTRUSTS	catelyn-stark	T1
robb-stark	DISTRUSTS	joffrey-baratheon	T1
robb-stark	DUELS	joffrey-baratheon	T1
robb-stark	ECHOES	eddard-stark	T1
robb-stark	EXECUTES	rickard-karstark	T1
robb-stark	FEARS	roose-bolton	T1
robb-stark	GUEST_OF	edmure-tully	T1
robb-stark	GUEST_OF	edwyn-frey	T1
robb-stark	GUEST_OF	hornwood	T1
robb-stark	GUEST_OF	walder-frey	T1
robb-stark	HATES	theon-greyjoy	T1
robb-stark	HATES	tyrion-lannister	T1
robb-stark	HEIR_TO	winterfell	T1
robb-stark	HOLDS_TITLE	king-in-the-north	T2
robb-stark	HOLDS_TITLE	king-of-the-trident	T2
robb-stark	HOLDS_TITLE	lord-of-winterfell	T2
robb-stark	LOVES	catelyn-stark	T1
robb-stark	LOVES	jeyne-westerling	T1
robb-stark	MOURNS	bran-stark	T1
robb-stark	NEGOTIATES_WITH	tyrion-lannister	T1
robb-stark	OPPOSES	edmure-tully	T1
robb-stark	OPPOSES	tyrion-lannister	T1
robb-stark	OPPOSES	victarion-greyjoy	T1
robb-stark	OVERLORD_OF	edmure-tully	T1
robb-stark	OVERLORD_OF	jon-umber	T1
robb-stark	OVERLORD_OF	lothar-frey	T1
robb-stark	OVERLORD_OF	maege-mormont	T1
robb-stark	OVERLORD_OF	rickard-karstark	T1
robb-stark	OWNS	grey-wind	T2
robb-stark	PRISONER_OF	cleos-frey	T1
robb-stark	PRISONER_OF	jaime-lannister	T1
robb-stark	PROTECTS	bran-stark	T1
robb-stark	PROTECTS	catelyn-stark	T1
robb-stark	PROTECTS	raynald-westerling	T1
robb-stark	RESENTS	catelyn-stark	T1
robb-stark	RESENTS	robett-glover	T1
robb-stark	RESPECTS	eddard-stark	T1
robb-stark	RESPECTS	jaime-lannister	T1
robb-stark	RULES	winterfell	T1
robb-stark	SEEKS	howland-reed	T1
robb-stark	SERVES	walder-frey	T1
robb-stark	SIBLING_OF	bran-stark	T1
robb-stark	SIBLING_OF	jon-snow	T1
robb-stark	SIBLING_OF	sansa-stark	T1
robb-stark	SPOUSE_OF	jeyne-westerling	T1
robb-stark	TRUSTS	jon-snow	T1
robb-stark	TRUSTS	luwin	T1
robb-stark	TRUSTS	theon-greyjoy	T1
robb-stark	VICTIM_IN	red-wedding-revealed	T1
robb-stark	VICTIM_IN	robb-is-killed	T1
robb-stark	VICTIM_IN	theon-urges-robb-to-kill-jaime	T1
robb-stark	VIOLATES_GUEST_RIGHT	tion-frey	T1
robb-stark	VIOLATES_GUEST_RIGHT	willem-lannister	T1
robett-glover	ALLIES_WITH	wyman-manderly	T1
robin-flint-is-killed	SUB_BEAT_OF	red-wedding	T2
robin-ryger	PARTICIPATES_IN	siege-of-riverrun	T1
roger-ryswell	SWORN_TO	roose-bolton	T1
rollam-westerling	SERVES	robb-stark	T1
roose-bolton	AGENT_IN	red-wedding-conspiracy	T1
roose-bolton	AGENT_IN	robb-is-killed	T2
roose-bolton	AGENT_IN	the-wedding-feast-proceeds	T1
roose-bolton	ALLIES_WITH	arnolf-karstark	T1
roose-bolton	ALLIES_WITH	house-frey	T1
roose-bolton	BETRAYS	brienne-tarth	T1
roose-bolton	BETRAYS	robb-stark	T1
roose-bolton	BORN_AT	dreadfort	T2
roose-bolton	CAPTURES	jaime-lannister	T1
roose-bolton	CLAIMS	hornwood	T1
roose-bolton	COMMANDS	arya-stark	T1
roose-bolton	COMMANDS	hosteen-frey	T1
roose-bolton	COMMANDS	qyburn	T1
roose-bolton	COMMANDS	ramsay-snow	T1
roose-bolton	COMMANDS	robb-stark	T1
roose-bolton	COMMANDS	steelshanks-walton	T1
roose-bolton	COMMANDS_IN	crossbows-kill-more-northmen	T2
roose-bolton	COMMANDS_IN	red-wedding-revealed	T2
roose-bolton	COMMANDS_IN	sack-of-winterfell	T2
roose-bolton	COMMANDS_IN	ser-amory-lorch-executed	T2
roose-bolton	COMMANDS_IN	wedding-of-ramsay-bolton-and-arya-stark	T2
roose-bolton	CULTURE_OF	northmen	T2
roose-bolton	DEFEATS	amory-lorch	T1
roose-bolton	DISTRUSTS	crannogmen	T1
roose-bolton	DISTRUSTS	hother-umber	T1
roose-bolton	DISTRUSTS	ramsay-snow	T1
roose-bolton	DISTRUSTS	wyman-manderly	T1
roose-bolton	EXECUTES	amory-lorch	T1
roose-bolton	GUEST_OF	barbrey-dustin	T1
roose-bolton	HOLDS_TITLE	lord-of-the-dreadfort	T2
roose-bolton	HOLDS_TITLE	warden-of-the-north	T2
roose-bolton	LOVES	walda-frey-daughter-of-merrett	T1
roose-bolton	MARRIES_OFF	ramsay-snow	T1
roose-bolton	OPPOSES	barristan-selmy	T1
roose-bolton	OPPOSES	stannis-baratheon	T1
roose-bolton	OPPOSES	walder-frey	T1
roose-bolton	OPPOSES	wyman-manderly	T1
roose-bolton	PARENT_OF	domeric-bolton	T2
roose-bolton	PARENT_OF	ramsay-snow	T1
roose-bolton	PROTECTS	brienne-tarth	T1
roose-bolton	PROTECTS	ramsay-snow	T1
roose-bolton	RESPECTS	domeric-bolton	T1
roose-bolton	RULES	dreadfort	T2
roose-bolton	RULES	house-bolton	T2
roose-bolton	SERVES	robb-stark	T1
roose-bolton	SPOUSE_OF	fat-walda-frey	T2
roose-bolton	SWORN_TO	house-bolton	T2
roose-bolton	SWORN_TO	robb-stark	T1
roose-bolton	VICTIM_IN	wedding-guests-observed-in-torchlight	T2
roose-bolton	VIOLATES_GUEST_RIGHT	brienne-tarth	T1
roose-bolton	VIOLATES_GUEST_RIGHT	house-frey	T1
roose-named-warden-of-the-north	MOTIVATES	stannis-march-on-winterfell	T2
ryman-frey	COMMANDS_IN	siege-of-riverrun	T1
salladhor-saan	ALLIES_WITH	davos-seaworth	T1
salladhor-saan	COMPANION_OF	davos-seaworth	T1
salladhor-saan	RESENTS	davos-seaworth	T1
sansa-stark	FEARS	robb-stark	T1
sansa-stark	HEIR_TO	robb-stark	T2
sansa-stark	LOVES	robb-stark	T1
sansa-stark	MOURNS	robb-stark	T1
sansa-stark	SIBLING_OF	robb-stark	T1
ser-ryman-kills-dacey-mormont	SUB_BEAT_OF	red-wedding	T1
ser-wendel-manderly-is-killed	LOCATED_AT	twins	T1
ser-wendel-manderly-is-killed	MOTIVATES	wyman-manderly-stages-fake-execution-of-davos	T1
ser-wendel-manderly-is-killed	SUB_BEAT_OF	red-wedding	T2
shaggydog	BONDED_TO	rickon-stark	T1
shaggydog	PROTECTS	rickon-stark	T1
siege-of-riverrun	LOCATED_AT	riverrun	T1
siege-of-riverrun	PART_OF	war-of-the-five-kings	T2
smallfolk	GUEST_OF	wyman-manderly	T1
stannis-baratheon	AGENT_IN	stannis-march-on-winterfell	T1
stannis-baratheon	BESTOWS_KNIGHTHOOD_ON	davos-seaworth	T1
stannis-baratheon	COMMANDS	davos-seaworth	T1
stannis-baratheon	OPPOSES	robb-stark	T1
stannis-baratheon	OPPOSES	roose-bolton	T1
stannis-baratheon	RESPECTS	davos-seaworth	T1
stannis-baratheon	TRUSTS	davos-seaworth	T1
stannis-march-on-winterfell	ENABLES	stannis-s-army-stalls-at-crofters-village	T2
steelshanks-walton	SERVES	roose-bolton	T1
stevron-frey	COMPANION_OF	robb-stark	T1
symond-frey	SPIES_ON	wyman-manderly	T1
the-bedding-ceremony-begins	SUB_BEAT_OF	red-wedding	T2
the-camp-becomes-a-battlefield	SUB_BEAT_OF	red-wedding	T1
the-rains-of-castamere	TRIGGERS	red-wedding	T1
the-wedding-feast-proceeds	SUB_BEAT_OF	red-wedding	T2
theomore-lannister	SWORN_TO	house-manderly	T2
theomore-manderly	SERVES	wyman-manderly	T1
theomore-manderly	SWORN_TO	house-manderly	T2
theon-greyjoy	ALLIES_WITH	robb-stark	T1
theon-greyjoy	COMPANION_OF	robb-stark	T1
theon-greyjoy	FEARS	ramsay-snow	T1
theon-greyjoy	GUEST_OF	roose-bolton	T1
theon-greyjoy	MOURNS	robb-stark	T1
theon-greyjoy	PRISONER_OF	ramsay-snow	T1
theon-greyjoy	PRISONER_OF	roose-bolton	T1
theon-greyjoy	PROTECTS	robb-stark	T1
theon-greyjoy	SERVES	ramsay-snow	T1
theon-greyjoy	SERVES	robb-stark	T1
theon-greyjoy	SERVES	roose-bolton	T1
theon-greyjoy	VIOLATES_GUEST_RIGHT	ramsay-snow	T1
therry	BORN_AT	white-harbor	T2
therry	GUARDS	davos-seaworth	T1
therry	SWORN_TO	house-manderly	T2
torrhen-manderly	SWORN_TO	house-manderly	T2
two-betrayers	GUEST_OF	ramsay-snow	T1
tyrion-lannister	GUEST_OF	robb-stark	T1
tyrion-lannister	HATES	robb-stark	T1
tywin-lannister	ALLIES_WITH	roose-bolton	T1
tywin-lannister	APPOINTS	roose-bolton	T1
tywin-lannister	PRISONER_OF	wylis-manderly	T1
vargo-hoat	SERVES	roose-bolton	T1
vargo-hoat	SWORN_TO	roose-bolton	T1
walda-frey-daughter-of-merrett	SPOUSE_OF	roose-bolton	T2
walder-frey	BETRAYS	robb-stark	T1
walder-frey	COMMANDS_IN	ser-wendel-manderly-is-killed	T1
walder-frey	CONTRACTED_WITH	wyman-manderly	T1
